"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.528650164E0,-9.798270464E-1,-3.495534360E-1,9.736619949E0
1.530655684E0,-9.702502489E-1,-3.639186621E-1,9.717466354E0
1.532666622E0,-9.750386477E-1,-3.399766386E-1,9.722254753E0
1.534666778E0,-9.654618502E-1,-3.495534360E-1,9.731831551E0
1.536667143E0,-9.606734514E-1,-3.543418646E-1,9.741408348E0
1.538667872E0,-9.702502489E-1,-3.495534360E-1,9.746196747E0
1.540669174E0,-9.654618502E-1,-3.399766386E-1,9.727043152E0
1.542671205E0,-9.702502489E-1,-3.495534360E-1,9.736619949E0
1.544674070E0,-9.654618502E-1,-3.351882398E-1,9.736619949E0
1.546677820E0,-9.606734514E-1,-3.591302633E-1,9.717466354E0
1.548682507E0,-9.750386477E-1,-3.447650373E-1,9.731831551E0
1.550688132E0,-9.558850527E-1,-3.447650373E-1,9.722254753E0
1.552694643E0,-9.558850527E-1,-3.303998411E-1,9.731831551E0
1.554701986E0,-9.558850527E-1,-3.495534360E-1,9.707889557E0
1.556710059E0,-9.702502489E-1,-3.782838583E-1,9.722254753E0
1.558718705E0,-9.654618502E-1,-3.591302633E-1,9.731831551E0
1.560727768E0,-9.654618502E-1,-3.399766386E-1,9.736619949E0
1.562737091E0,-9.750386477E-1,-3.495534360E-1,9.750985146E0
1.564746518E0,-9.702502489E-1,-3.495534360E-1,9.741408348E0
1.566755528E0,-9.846154451E-1,-3.543418646E-1,9.731831551E0
1.568761101E0,-9.654618502E-1,-3.782838583E-1,9.717466354E0
1.570766622E0,-9.654618502E-1,-3.543418646E-1,9.731831551E0
1.572769434E0,-9.606734514E-1,-3.543418646E-1,9.717466354E0
1.574772455E0,-9.750386477E-1,-3.543418646E-1,9.722254753E0
1.576775789E0,-9.558850527E-1,-3.639186621E-1,9.731831551E0
1.578779486E0,-9.798270464E-1,-3.591302633E-1,9.707889557E0
1.580783601E0,-9.798270464E-1,-3.351882398E-1,9.703101158E0
1.582788184E0,-9.798270464E-1,-3.543418646E-1,9.722254753E0
1.584793236E0,-9.654618502E-1,-3.591302633E-1,9.727043152E0
1.586798757E0,-9.750386477E-1,-3.543418646E-1,9.746196747E0
1.588804747E0,-9.798270464E-1,-3.447650373E-1,9.746196747E0
1.590811153E0,-9.654618502E-1,-3.639186621E-1,9.736619949E0
1.592817924E0,-9.846154451E-1,-3.591302633E-1,9.707889557E0
1.594825007E0,-9.702502489E-1,-3.447650373E-1,9.722254753E0
1.596832351E0,-9.798270464E-1,-3.399766386E-1,9.731831551E0
1.598843549E0,-9.798270464E-1,-3.543418646E-1,9.717466354E0
1.600854747E0,-9.750386477E-1,-3.399766386E-1,9.727043152E0
1.602855372E0,-9.654618502E-1,-3.591302633E-1,9.722254753E0
1.604856153E0,-9.750386477E-1,-3.447650373E-1,9.731831551E0
1.606857299E0,-9.702502489E-1,-3.591302633E-1,9.727043152E0
1.608859539E0,-9.846154451E-1,-3.591302633E-1,9.746196747E0
1.610863861E0,-9.654618502E-1,-3.543418646E-1,9.741408348E0
1.612868757E0,-9.750386477E-1,-3.543418646E-1,9.698312759E0
1.614874226E0,-9.702502489E-1,-3.399766386E-1,9.712677956E0
1.616880268E0,-9.702502489E-1,-3.447650373E-1,9.712677956E0
1.618886830E0,-9.750386477E-1,-3.591302633E-1,9.731831551E0
1.620893861E0,-9.654618502E-1,-3.687070608E-1,9.736619949E0
1.622901257E0,-9.606734514E-1,-3.495534360E-1,9.712677956E0
1.624908914E0,-9.750386477E-1,-3.495534360E-1,9.731831551E0
1.626916778E0,-9.798270464E-1,-3.543418646E-1,9.741408348E0
1.628924747E0,-9.798270464E-1,-3.639186621E-1,9.722254753E0
1.630938132E0,-9.702502489E-1,-3.543418646E-1,9.731831551E0
1.632938601E0,-9.750386477E-1,-3.447650373E-1,9.722254753E0
1.634939226E0,-9.750386477E-1,-3.447650373E-1,9.727043152E0
1.636940216E0,-9.798270464E-1,-3.639186621E-1,9.746196747E0
1.638941726E0,-9.798270464E-1,-3.639186621E-1,9.717466354E0
1.640943914E0,-9.606734514E-1,-3.782838583E-1,9.736619949E0
1.642946882E0,-9.558850527E-1,-3.687070608E-1,9.717466354E0
1.644950684E0,-9.702502489E-1,-3.782838583E-1,9.712677956E0
1.646956570E0,-9.750386477E-1,-3.687070608E-1,9.736619949E0
1.648962924E0,-9.846154451E-1,-3.591302633E-1,9.717466354E0
1.650970007E0,-9.750386477E-1,-3.591302633E-1,9.722254753E0
1.652977768E0,-9.846154451E-1,-3.734954596E-1,9.717466354E0
1.654986049E0,-9.798270464E-1,-3.734954596E-1,9.707889557E0
1.656994747E0,-9.750386477E-1,-3.639186621E-1,9.712677956E0
1.659003705E0,-9.989806414E-1,-3.782838583E-1,9.717466354E0
1.661012768E0,-1.003769040E0,-3.639186621E-1,9.698312759E0
1.663021778E0,-9.894038439E-1,-3.543418646E-1,9.712677956E0
1.665027351E0,-9.941922426E-1,-3.782838583E-1,9.717466354E0
1.667030216E0,-9.941922426E-1,-3.687070608E-1,9.703101158E0
1.669033289E0,-9.989806414E-1,-3.687070608E-1,9.741408348E0
1.671036622E0,-9.798270464E-1,-3.687070608E-1,9.731831551E0
1.673040320E0,-1.018134236E0,-3.495534360E-1,9.712677956E0
1.675044434E0,-9.989806414E-1,-3.639186621E-1,9.717466354E0
1.677049018E0,-1.008557439E0,-3.687070608E-1,9.712677956E0
1.679054070E0,-9.941922426E-1,-3.639186621E-1,9.707889557E0
1.681059591E0,-9.894038439E-1,-3.495534360E-1,9.707889557E0
1.683065580E0,-9.798270464E-1,-3.543418646E-1,9.707889557E0
1.685071986E0,-9.941922426E-1,-3.687070608E-1,9.707889557E0
1.687078757E0,-9.894038439E-1,-3.447650373E-1,9.736619949E0
1.689085841E0,-9.894038439E-1,-3.687070608E-1,9.703101158E0
1.691093184E0,-9.750386477E-1,-3.351882398E-1,9.722254753E0
1.693100684E0,-9.654618502E-1,-3.591302633E-1,9.717466354E0
1.695108236E0,-9.894038439E-1,-3.687070608E-1,9.741408348E0
1.697121205E0,-9.894038439E-1,-3.543418646E-1,9.712677956E0
1.699121674E0,-1.003769040E0,-3.591302633E-1,9.727043152E0
1.701122299E0,-9.798270464E-1,-3.399766386E-1,9.736619949E0
1.703123289E0,-9.750386477E-1,-3.399766386E-1,9.727043152E0
1.705124278E0,-9.654618502E-1,-3.543418646E-1,9.727043152E0
1.707125997E0,-9.606734514E-1,-3.543418646E-1,9.736619949E0
1.709128549E0,-9.654618502E-1,-3.639186621E-1,9.722254753E0
1.711132039E0,-9.654618502E-1,-3.495534360E-1,9.727043152E0
1.713136518E0,-9.702502489E-1,-3.591302633E-1,9.722254753E0
1.715141986E0,-9.654618502E-1,-3.591302633E-1,9.727043152E0
1.717148393E0,-9.702502489E-1,-3.543418646E-1,9.731831551E0
1.719155684E0,-9.654618502E-1,-3.543418646E-1,9.712677956E0
1.721163757E0,-9.558850527E-1,-3.734954596E-1,9.727043152E0
1.723172455E0,-9.941922426E-1,-3.591302633E-1,9.727043152E0
1.725181622E0,-9.798270464E-1,-3.495534360E-1,9.731831551E0
1.727191101E0,-9.654618502E-1,-3.543418646E-1,9.736619949E0
1.729200736E0,-9.654618502E-1,-3.639186621E-1,9.750985146E0
1.731207664E0,-9.702502489E-1,-3.447650373E-1,9.746196747E0
1.733214643E0,-9.894038439E-1,-3.543418646E-1,9.731831551E0
1.735221518E0,-9.606734514E-1,-3.591302633E-1,9.727043152E0
1.737227039E0,-9.750386477E-1,-3.495534360E-1,9.722254753E0
1.739237976E0,-9.750386477E-1,-3.591302633E-1,9.736619949E0
1.741238132E0,-9.894038439E-1,-3.495534360E-1,9.736619949E0
1.743238289E0,-9.750386477E-1,-3.543418646E-1,9.722254753E0
1.745238861E0,-9.654618502E-1,-3.447650373E-1,9.712677956E0
1.747240007E0,-9.798270464E-1,-3.495534360E-1,9.731831551E0
1.749241882E0,-9.894038439E-1,-3.591302633E-1,9.736619949E0
1.751244643E0,-9.702502489E-1,-3.639186621E-1,9.727043152E0
1.753248341E0,-9.654618502E-1,-3.543418646E-1,9.717466354E0
1.755253028E0,-9.750386477E-1,-3.543418646E-1,9.717466354E0
1.757258705E0,-9.702502489E-1,-3.591302633E-1,9.731831551E0
1.759265320E0,-9.702502489E-1,-3.399766386E-1,9.741408348E0
1.761272768E0,-9.798270464E-1,-3.543418646E-1,9.722254753E0
1.763280945E0,-9.798270464E-1,-3.639186621E-1,9.731831551E0
1.765289747E0,-9.846154451E-1,-3.639186621E-1,9.746196747E0
1.767299018E0,-9.798270464E-1,-3.351882398E-1,9.736619949E0
1.769308549E0,-9.750386477E-1,-3.495534360E-1,9.746196747E0
1.771318184E0,-9.702502489E-1,-3.591302633E-1,9.731831551E0
1.773326934E0,-1.008557439E0,-3.639186621E-1,9.741408348E0
1.775332455E0,-9.702502489E-1,-3.447650373E-1,9.731831551E0
1.777335268E0,-9.702502489E-1,-3.591302633E-1,9.750985146E0
1.779342039E0,-9.654618502E-1,-3.495534360E-1,9.736619949E0
1.781348809E0,-9.558850527E-1,-3.543418646E-1,9.746196747E0
1.783354643E0,-9.558850527E-1,-3.543418646E-1,9.722254753E0
1.785360216E0,-9.606734514E-1,-3.495534360E-1,9.727043152E0
1.787365736E0,-9.654618502E-1,-3.447650373E-1,9.731831551E0
1.789371882E0,-9.702502489E-1,-3.447650373E-1,9.750985146E0
1.791369226E0,-9.654618502E-1,-3.639186621E-1,9.727043152E0
1.793367195E0,-9.463081956E-1,-3.399766386E-1,9.717466354E0
1.795366049E0,-9.750386477E-1,-3.591302633E-1,9.727043152E0
1.797365997E0,-9.941922426E-1,-3.495534360E-1,9.741408348E0
1.799367247E0,-9.702502489E-1,-3.543418646E-1,9.741408348E0
1.801369903E0,-9.606734514E-1,-3.591302633E-1,9.746196747E0
1.803374018E0,-9.750386477E-1,-3.399766386E-1,9.722254753E0
1.805379591E0,-9.702502489E-1,-3.591302633E-1,9.741408348E0
1.807386570E0,-9.702502489E-1,-3.591302633E-1,9.731831551E0
1.809394851E0,-9.894038439E-1,-3.591302633E-1,9.722254753E0
1.811404278E0,-9.702502489E-1,-3.495534360E-1,9.736619949E0
1.813414643E0,-9.750386477E-1,-3.543418646E-1,9.731831551E0
1.815425736E0,-9.702502489E-1,-3.447650373E-1,9.731831551E0
1.817437976E0,-9.750386477E-1,-3.447650373E-1,9.736619949E0
1.819450216E0,-9.654618502E-1,-3.543418646E-1,9.736619949E0
1.821460059E0,-9.702502489E-1,-3.399766386E-1,9.707889557E0
1.823465580E0,-9.702502489E-1,-3.543418646E-1,9.703101158E0
1.825476518E0,-9.798270464E-1,-3.591302633E-1,9.707889557E0
1.827476674E0,-9.798270464E-1,-3.495534360E-1,9.717466354E0
1.829477039E0,-9.654618502E-1,-3.543418646E-1,9.731831551E0
1.831477820E0,-9.702502489E-1,-3.543418646E-1,9.731831551E0
1.833479174E0,-9.702502489E-1,-3.543418646E-1,9.736619949E0
1.835481257E0,-9.894038439E-1,-3.782838583E-1,9.727043152E0
1.837484174E0,-9.798270464E-1,-3.399766386E-1,9.731831551E0
1.839487976E0,-9.846154451E-1,-3.399766386E-1,9.736619949E0
1.841492716E0,-9.750386477E-1,-3.351882398E-1,9.717466354E0
1.843498393E0,-9.750386477E-1,-3.543418646E-1,9.712677956E0
1.845504955E0,-9.750386477E-1,-3.543418646E-1,9.731831551E0
1.847512299E0,-9.654618502E-1,-3.447650373E-1,9.722254753E0
1.849520320E0,-9.606734514E-1,-3.591302633E-1,9.727043152E0
1.851528914E0,-9.654618502E-1,-3.687070608E-1,9.722254753E0
1.853537924E0,-9.702502489E-1,-3.447650373E-1,9.736619949E0
1.855547299E0,-9.750386477E-1,-3.351882398E-1,9.717466354E0
1.857556674E0,-9.654618502E-1,-3.447650373E-1,9.727043152E0
1.859565476E0,-9.846154451E-1,-3.447650373E-1,9.741408348E0
1.861570997E0,-9.654618502E-1,-3.447650373E-1,9.736619949E0
1.863573809E0,-9.654618502E-1,-3.447650373E-1,9.722254753E0
1.865576830E0,-9.702502489E-1,-3.495534360E-1,9.727043152E0
1.867580164E0,-9.750386477E-1,-3.351882398E-1,9.736619949E0
1.869583861E0,-9.798270464E-1,-3.447650373E-1,9.722254753E0
1.871587976E0,-9.702502489E-1,-3.447650373E-1,9.731831551E0
1.873592559E0,-9.798270464E-1,-3.591302633E-1,9.746196747E0
1.875597611E0,-9.798270464E-1,-3.351882398E-1,9.746196747E0
1.877603132E0,-9.463081956E-1,-3.447650373E-1,9.736619949E0
1.879609122E0,-9.702502489E-1,-3.351882398E-1,9.741408348E0
1.881615528E0,-9.702502489E-1,-3.495534360E-1,9.717466354E0
1.883622299E0,-9.702502489E-1,-3.399766386E-1,9.727043152E0
1.885629382E0,-9.702502489E-1,-3.543418646E-1,9.722254753E0
1.887636726E0,-9.654618502E-1,-3.495534360E-1,9.731831551E0
1.889644226E0,-9.606734514E-1,-3.399766386E-1,9.722254753E0
1.891651778E0,-9.558850527E-1,-3.399766386E-1,9.727043152E0
1.893660007E0,-9.750386477E-1,-3.543418646E-1,9.722254753E0
1.895669070E0,-9.798270464E-1,-3.543418646E-1,9.736619949E0
1.897670893E0,-9.702502489E-1,-3.495534360E-1,9.727043152E0
1.899672820E0,-9.702502489E-1,-3.543418646E-1,9.741408348E0
1.901675007E0,-9.894038439E-1,-3.543418646E-1,9.727043152E0
1.903677559E0,-9.606734514E-1,-3.734954596E-1,9.703101158E0
1.905680580E0,-9.702502489E-1,-3.687070608E-1,9.736619949E0
1.907684174E0,-9.846154451E-1,-3.734954596E-1,9.712677956E0
1.909688393E0,-9.702502489E-1,-3.782838583E-1,9.727043152E0
1.911693289E0,-9.798270464E-1,-3.830722570E-1,9.722254753E0
1.913698861E0,-9.894038439E-1,-3.734954596E-1,9.746196747E0
1.915705059E0,-9.798270464E-1,-3.782838583E-1,9.717466354E0
1.917711830E0,-9.750386477E-1,-3.782838583E-1,9.731831551E0
1.919719122E0,-9.989806414E-1,-3.830722570E-1,9.712677956E0
1.921726830E0,-9.750386477E-1,-3.687070608E-1,9.707889557E0
1.923734851E0,-9.941922426E-1,-3.687070608E-1,9.717466354E0
1.925743080E0,-9.798270464E-1,-3.687070608E-1,9.703101158E0
1.927751414E0,-9.941922426E-1,-3.830722570E-1,9.698312759E0
1.929759643E0,-9.941922426E-1,-3.782838583E-1,9.703101158E0
1.931766726E0,-9.989806414E-1,-3.639186621E-1,9.707889557E0
1.933776205E0,-9.989806414E-1,-3.687070608E-1,9.722254753E0
1.935776309E0,-9.941922426E-1,-3.639186621E-1,9.722254753E0
1.937776622E0,-9.941922426E-1,-3.734954596E-1,9.717466354E0
1.939777351E0,-9.989806414E-1,-3.687070608E-1,9.717466354E0
1.941778653E0,-1.022922635E0,-3.591302633E-1,9.731831551E0
1.943780684E0,-9.941922426E-1,-3.495534360E-1,9.712677956E0
1.945783549E0,-9.846154451E-1,-3.447650373E-1,9.707889557E0
1.947787299E0,-1.003769040E0,-3.447650373E-1,9.722254753E0
1.949791986E0,-1.008557439E0,-3.639186621E-1,9.722254753E0
1.951797611E0,-9.989806414E-1,-3.543418646E-1,9.722254753E0
1.953804122E0,-1.003769040E0,-3.591302633E-1,9.693524361E0
1.955811466E0,-9.798270464E-1,-3.447650373E-1,9.727043152E0
1.957819539E0,-9.989806414E-1,-3.447650373E-1,9.731831551E0
1.959828184E0,-9.941922426E-1,-3.351882398E-1,9.727043152E0
1.961837247E0,-9.846154451E-1,-3.495534360E-1,9.727043152E0
1.963846570E0,-9.846154451E-1,-3.495534360E-1,9.712677956E0
1.965855997E0,-9.798270464E-1,-3.351882398E-1,9.698312759E0
1.967865059E0,-9.846154451E-1,-3.351882398E-1,9.727043152E0
1.969870632E0,-9.846154451E-1,-3.112462163E-1,9.712677956E0
1.971876153E0,-9.702502489E-1,-3.399766386E-1,9.722254753E0
1.973887091E0,-9.894038439E-1,-3.256114423E-1,9.741408348E0
1.975887247E0,-9.894038439E-1,-3.351882398E-1,9.722254753E0
1.977887611E0,-9.750386477E-1,-3.256114423E-1,9.717466354E0
1.979888341E0,-9.702502489E-1,-3.495534360E-1,9.741408348E0
1.981889643E0,-9.702502489E-1,-3.495534360E-1,9.746196747E0
1.983891674E0,-9.702502489E-1,-3.495534360E-1,9.722254753E0
1.985894539E0,-9.606734514E-1,-3.495534360E-1,9.712677956E0
1.987898289E0,-9.654618502E-1,-3.591302633E-1,9.722254753E0
1.989902976E0,-9.558850527E-1,-3.591302633E-1,9.722254753E0
1.991908601E0,-9.606734514E-1,-3.495534360E-1,9.712677956E0
1.993915111E0,-9.558850527E-1,-3.639186621E-1,9.741408348E0
1.995922455E0,-9.510966539E-1,-3.639186621E-1,9.760561943E0
1.997930528E0,-9.558850527E-1,-3.639186621E-1,9.736619949E0
1.999939174E0,-9.558850527E-1,-3.591302633E-1,9.727043152E0
2.001948236E0,-9.846154451E-1,-3.734954596E-1,9.722254753E0
2.003957559E0,-9.415197968E-1,-3.639186621E-1,9.722254753E0
2.005966986E0,-9.319429994E-1,-3.782838583E-1,9.736619949E0
2.007976049E0,-9.463081956E-1,-3.782838583E-1,9.746196747E0
2.009981570E0,-9.606734514E-1,-3.687070608E-1,9.731831551E0
2.011984382E0,-9.271546006E-1,-3.543418646E-1,9.741408348E0
2.013987403E0,-9.558850527E-1,-3.687070608E-1,9.722254753E0
2.015990736E0,-9.415197968E-1,-3.639186621E-1,9.722254753E0
2.017994434E0,-9.367313981E-1,-3.687070608E-1,9.736619949E0
2.019998549E0,-9.319429994E-1,-3.591302633E-1,9.755773544E0
2.022003132E0,-9.606734514E-1,-3.543418646E-1,9.770138741E0
2.024008184E0,-9.510966539E-1,-3.495534360E-1,9.765350342E0
2.026013705E0,-9.367313981E-1,-3.687070608E-1,9.755773544E0
2.028019695E0,-9.510966539E-1,-3.399766386E-1,9.727043152E0
2.030026101E0,-9.463081956E-1,-3.303998411E-1,9.731831551E0
2.032032872E0,-9.223662019E-1,-3.399766386E-1,9.750985146E0
2.034039955E0,-9.415197968E-1,-3.256114423E-1,9.722254753E0
2.036047299E0,-9.510966539E-1,-3.447650373E-1,9.746196747E0
2.038054799E0,-9.367313981E-1,-3.399766386E-1,9.746196747E0
2.040062351E0,-9.606734514E-1,-3.399766386E-1,9.760561943E0
2.042075320E0,-9.606734514E-1,-3.303998411E-1,9.746196747E0
2.044075893E0,-9.367313981E-1,-3.399766386E-1,9.755773544E0
2.046076622E0,-9.415197968E-1,-3.495534360E-1,9.736619949E0
2.048077716E0,-9.415197968E-1,-3.303998411E-1,9.727043152E0
2.050079330E0,-9.463081956E-1,-3.256114423E-1,9.731831551E0
2.052081622E0,-9.415197968E-1,-3.447650373E-1,9.731831551E0
2.054084695E0,-9.367313981E-1,-3.399766386E-1,9.717466354E0
2.056088601E0,-9.510966539E-1,-3.495534360E-1,9.722254753E0
2.058093393E0,-9.510966539E-1,-3.591302633E-1,9.731831551E0
2.060099018E0,-9.558850527E-1,-3.543418646E-1,9.731831551E0
2.062105476E0,-9.463081956E-1,-3.543418646E-1,9.722254753E0
2.064112664E0,-9.702502489E-1,-3.639186621E-1,9.731831551E0
2.066120528E0,-9.654618502E-1,-3.782838583E-1,9.731831551E0
2.068128914E0,-9.654618502E-1,-3.926490843E-1,9.703101158E0
2.070137716E0,-9.654618502E-1,-3.734954596E-1,9.664793968E0
2.072146778E0,-9.989806414E-1,-3.734954596E-1,9.607333183E0
2.074155945E0,-1.042076349E0,-3.878606856E-1,9.616909981E0
2.076164695E0,-1.056441545E0,-3.926490843E-1,9.679159164E0
2.078170216E0,-1.051653147E0,-3.878606856E-1,9.698312759E0
2.080173028E0,-1.032499433E0,-3.878606856E-1,9.693524361E0
2.082176049E0,-1.042076349E0,-3.878606856E-1,9.727043152E0
2.084179382E0,-1.066018343E0,-4.118026793E-1,9.765350342E0
2.086183080E0,-1.056441545E0,-3.926490843E-1,9.717466354E0
2.088187195E0,-1.022922635E0,-3.926490843E-1,9.683947563E0
2.090191778E0,-1.042076349E0,-3.974374831E-1,9.683947563E0
2.092196830E0,-1.042076349E0,-3.782838583E-1,9.674370766E0
2.094202351E0,-1.013345838E0,-3.639186621E-1,9.655217171E0
2.096208341E0,-1.046864748E0,-3.782838583E-1,9.679159164E0
2.098214747E0,-1.037287831E0,-3.734954596E-1,9.645640373E0
2.100221518E0,-9.750386477E-1,-3.591302633E-1,9.664793968E0
2.102228601E0,-1.032499433E0,-3.830722570E-1,9.731831551E0
2.104235684E0,-1.042076349E0,-3.830722570E-1,9.746196747E0
2.106242924E0,-9.798270464E-1,-3.687070608E-1,9.717466354E0
2.108250268E0,-9.510966539E-1,-3.591302633E-1,9.679159164E0
2.110257664E0,-1.013345838E0,-3.687070608E-1,9.731831551E0
2.112264539E0,-9.989806414E-1,-3.447650373E-1,9.808445930E0
2.114270111E0,-9.606734514E-1,-3.256114423E-1,9.798869133E0
2.116275632E0,-9.415197968E-1,-3.399766386E-1,9.736619949E0
2.118286570E0,-9.702502489E-1,-3.351882398E-1,9.679159164E0
2.120286726E0,-9.319429994E-1,-3.399766386E-1,9.683947563E0
2.122287091E0,-9.367313981E-1,-3.112462163E-1,9.741408348E0
2.124287820E0,-9.271546006E-1,-3.160346150E-1,9.794080734E0
2.126289122E0,-9.127894044E-1,-3.208230138E-1,9.798869133E0
2.128291153E0,-9.032126069E-1,-2.920926213E-1,9.794080734E0
2.130294018E0,-9.127894044E-1,-2.920926213E-1,9.794080734E0
2.132297768E0,-9.367313981E-1,-3.064578176E-1,9.779715538E0
2.134302455E0,-9.080010056E-1,-2.825157940E-1,9.736619949E0
2.136308080E0,-8.744821548E-1,-2.873041928E-1,9.722254753E0
2.138314591E0,-8.888474107E-1,-2.920926213E-1,9.722254753E0
2.140321934E0,-9.032126069E-1,-2.825157940E-1,9.736619949E0
2.142330007E0,-8.936358094E-1,-3.016694188E-1,9.736619949E0
2.144338653E0,-9.223662019E-1,-3.016694188E-1,9.784503937E0
2.146347716E0,-9.080010056E-1,-3.112462163E-1,9.803657532E0
2.148357039E0,-9.175778031E-1,-3.303998411E-1,9.813234329E0
2.150366466E0,-9.319429994E-1,-3.495534360E-1,9.794080734E0
2.152375528E0,-9.271546006E-1,-3.447650373E-1,9.770138741E0
2.154381101E0,-9.319429994E-1,-3.495534360E-1,9.760561943E0
2.156386622E0,-9.367313981E-1,-3.543418646E-1,9.750985146E0
2.158389434E0,-9.415197968E-1,-3.734954596E-1,9.750985146E0
2.160392455E0,-9.032126069E-1,-3.687070608E-1,9.707889557E0
2.162395789E0,-9.127894044E-1,-3.687070608E-1,9.688735962E0
2.164399486E0,-9.223662019E-1,-3.830722570E-1,9.717466354E0
2.166403601E0,-9.463081956E-1,-3.974374831E-1,9.717466354E0
2.168408184E0,-9.558850527E-1,-3.926490843E-1,9.736619949E0
2.170413236E0,-9.510966539E-1,-3.878606856E-1,9.727043152E0
2.172418757E0,-9.558850527E-1,-4.022258818E-1,9.727043152E0
2.174424747E0,-9.941922426E-1,-4.022258818E-1,9.698312759E0
2.176431153E0,-9.798270464E-1,-4.118026793E-1,9.736619949E0
2.178438705E0,-1.008557439E0,-4.022258818E-1,9.755773544E0
2.180446257E0,-9.798270464E-1,-4.022258818E-1,9.741408348E0
2.182453966E0,-9.941922426E-1,-4.022258818E-1,9.683947563E0
2.184461778E0,-1.003769040E0,-3.926490843E-1,9.645640373E0
2.186475007E0,-1.008557439E0,-4.022258818E-1,9.664793968E0
2.188475424E0,-1.022922635E0,-3.782838583E-1,9.688735962E0
2.190475997E0,-9.941922426E-1,-3.734954596E-1,9.688735962E0
2.192476934E0,-9.941922426E-1,-3.734954596E-1,9.698312759E0
2.194478393E0,-1.013345838E0,-3.734954596E-1,9.707889557E0
2.196480528E0,-1.022922635E0,-3.591302633E-1,9.698312759E0
2.198483445E0,-1.008557439E0,-3.687070608E-1,9.693524361E0
2.200487247E0,-1.027711034E0,-3.447650373E-1,9.703101158E0
2.202491934E0,-1.018134236E0,-3.495534360E-1,9.683947563E0
2.204497507E0,-1.027711034E0,-3.256114423E-1,9.664793968E0
2.206503966E0,-1.003769040E0,-3.303998411E-1,9.660005569E0
2.208511205E0,-1.022922635E0,-3.208230138E-1,9.683947563E0
2.210519122E0,-1.022922635E0,-3.256114423E-1,9.688735962E0
2.212527611E0,-1.018134236E0,-3.160346150E-1,9.683947563E0
2.214536518E0,-1.003769040E0,-3.256114423E-1,9.717466354E0
2.216545684E0,-1.032499433E0,-3.112462163E-1,9.741408348E0
2.218554955E0,-1.027711034E0,-3.256114423E-1,9.722254753E0
2.220564174E0,-1.013345838E0,-3.256114423E-1,9.727043152E0
2.222569747E0,-1.003769040E0,-3.256114423E-1,9.727043152E0
2.224572611E0,-9.989806414E-1,-3.112462163E-1,9.712677956E0
2.226575684E0,-1.003769040E0,-3.208230138E-1,9.693524361E0
2.228579018E0,-9.846154451E-1,-3.351882398E-1,9.712677956E0
2.230582716E0,-9.798270464E-1,-3.447650373E-1,9.693524361E0
2.232586830E0,-9.798270464E-1,-3.399766386E-1,9.707889557E0
2.234591414E0,-9.606734514E-1,-3.399766386E-1,9.712677956E0
2.236596466E0,-9.606734514E-1,-3.447650373E-1,9.731831551E0
2.238601986E0,-9.654618502E-1,-3.495534360E-1,9.741408348E0
2.240607976E0,-9.463081956E-1,-3.543418646E-1,9.746196747E0
2.242614382E0,-9.415197968E-1,-3.591302633E-1,9.731831551E0
2.244621153E0,-9.510966539E-1,-3.639186621E-1,9.746196747E0
2.246627924E0,-9.415197968E-1,-3.639186621E-1,9.736619949E0
2.248634955E0,-9.367313981E-1,-3.782838583E-1,9.746196747E0
2.250642195E0,-9.367313981E-1,-3.734954596E-1,9.746196747E0
2.252649539E0,-9.271546006E-1,-3.687070608E-1,9.727043152E0
2.254657664E0,-9.223662019E-1,-3.830722570E-1,9.727043152E0
2.256666518E0,-9.175778031E-1,-3.782838583E-1,9.755773544E0
2.258669643E0,-9.319429994E-1,-3.782838583E-1,9.741408348E0
2.260672820E0,-9.319429994E-1,-3.878606856E-1,9.741408348E0
2.262676153E0,-9.463081956E-1,-3.782838583E-1,9.755773544E0
2.264679747E0,-9.510966539E-1,-3.830722570E-1,9.770138741E0
2.266683653E0,-9.319429994E-1,-3.687070608E-1,9.750985146E0
2.268687924E0,-9.319429994E-1,-3.782838583E-1,9.736619949E0
2.270692611E0,-9.558850527E-1,-3.734954596E-1,9.741408348E0
2.272697716E0,-9.271546006E-1,-3.687070608E-1,9.703101158E0
2.274703236E0,-9.558850527E-1,-3.495534360E-1,9.722254753E0
2.276709174E0,-9.606734514E-1,-3.351882398E-1,9.746196747E0
2.278715476E0,-9.654618502E-1,-3.495534360E-1,9.722254753E0
2.280722091E0,-9.654618502E-1,-3.495534360E-1,9.746196747E0
2.282728966E0,-9.606734514E-1,-3.399766386E-1,9.727043152E0
2.284735841E0,-9.654618502E-1,-3.447650373E-1,9.741408348E0
2.286742872E0,-9.702502489E-1,-3.495534360E-1,9.722254753E0
2.288750007E0,-9.606734514E-1,-3.399766386E-1,9.731831551E0
2.290762559E0,-9.798270464E-1,-3.351882398E-1,9.750985146E0
2.292767143E0,-9.750386477E-1,-3.303998411E-1,9.722254753E0
2.294771726E0,-9.750386477E-1,-3.208230138E-1,9.707889557E0
2.296775059E0,-9.558850527E-1,-3.351882398E-1,9.703101158E0
2.298778445E0,-9.702502489E-1,-3.256114423E-1,9.698312759E0
2.300781986E0,-9.798270464E-1,-3.303998411E-1,9.698312759E0
2.302785736E0,-9.941922426E-1,-3.160346150E-1,9.712677956E0
2.304789747E0,-9.989806414E-1,-3.256114423E-1,9.707889557E0
