"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.067084446E1,2.673724651E0,7.757213593E0,5.058349609E0
5.067285504E1,2.668936253E0,7.771578789E0,5.072714806E0
5.067486061E1,2.678513050E0,7.776367188E0,5.082291603E0
5.067686613E1,2.673724651E0,7.776367188E0,5.058349609E0
5.067886894E1,2.688089848E0,7.776367188E0,5.082291603E0
5.068087196E1,2.688089848E0,7.790732384E0,5.120598793E0
5.068287530E1,2.692878246E0,7.795520782E0,5.115810394E0
5.068487900E1,2.678513050E0,7.781155586E0,5.125387192E0
5.068688311E1,2.688089848E0,7.781155586E0,5.130175591E0
5.068888769E1,2.668936253E0,7.790732384E0,5.154117584E0
5.069089275E1,2.697666883E0,7.795520782E0,5.168482780E0
5.069289827E1,2.702455282E0,7.795520782E0,5.173271179E0
5.069490493E1,2.702455282E0,7.809885979E0,5.187636375E0
5.069691160E1,2.726397276E0,7.814674377E0,5.197213173E0
5.069891858E1,2.750339270E0,7.848193169E0,5.197213173E0
5.070092582E1,2.750339270E0,7.833827972E0,5.211578369E0
5.070293327E1,2.769492865E0,7.852981567E0,5.216366768E0
5.070494082E1,2.779069662E0,7.867346764E0,5.225943565E0
5.070695379E1,2.793434858E0,7.857769966E0,5.235520363E0
5.070895504E1,2.798223257E0,7.876923561E0,5.235520363E0
5.071095644E1,2.807800055E0,7.876923561E0,5.211578369E0
5.071295816E1,2.817376852E0,7.910442352E0,5.245097160E0
5.071496035E1,2.831742048E0,7.924807549E0,5.249885559E0
5.071696311E1,2.870049238E0,7.929595947E0,5.278616428E0
5.071896655E1,2.874837637E0,7.943961143E0,5.316923618E0
5.072097071E1,2.898779631E0,7.953537941E0,5.312135220E0
5.072297561E1,2.908356428E0,7.934384346E0,5.307346821E0
5.072498124E1,2.908356428E0,7.924807549E0,5.288193226E0
5.072698754E1,2.908356428E0,7.920019150E0,5.273828030E0
5.072899446E1,2.884414434E0,7.920019150E0,5.249885559E0
5.073100196E1,2.855684042E0,7.924807549E0,5.225943565E0
5.073300993E1,2.850895643E0,7.910442352E0,5.240308762E0
5.073501827E1,2.817376852E0,7.886500359E0,5.230731964E0
5.073702681E1,2.822165251E0,7.881711960E0,5.254673958E0
5.073903545E1,2.783858061E0,7.876923561E0,5.235520363E0
5.074104394E1,2.783858061E0,7.852981567E0,5.221155167E0
5.074304952E1,2.774281263E0,7.852981567E0,5.216366768E0
5.074505238E1,2.769492865E0,7.852981567E0,5.187636375E0
5.074705545E1,2.759916067E0,7.833827972E0,5.168482780E0
5.074905879E1,2.735974073E0,7.838616371E0,5.144540787E0
5.075106249E1,2.740762472E0,7.829039574E0,5.106233597E0
5.075306660E1,2.731185675E0,7.824251175E0,5.077503204E0
5.075507118E1,2.740762472E0,7.809885979E0,5.043984413E0
5.075707624E1,2.755127668E0,7.824251175E0,5.010465622E0
5.075908176E1,2.726397276E0,7.819462776E0,5.015254021E0
5.076108775E1,2.731185675E0,7.824251175E0,4.991312027E0
5.076309374E1,2.721608877E0,7.838616371E0,4.991312027E0
5.076510014E1,2.735974073E0,7.824251175E0,4.996100426E0
5.076710691E1,2.716820478E0,7.829039574E0,5.024830818E0
5.076911400E1,2.721608877E0,7.833827972E0,5.034407616E0
5.077112191E1,2.712032080E0,7.829039574E0,5.043984413E0
5.077313051E1,2.712032080E0,7.824251175E0,5.053561211E0
5.077513842E1,2.716820478E0,7.829039574E0,5.067926407E0
5.077714400E1,2.740762472E0,7.829039574E0,5.077503204E0
5.077914952E1,2.731185675E0,7.833827972E0,5.082291603E0
5.078116045E1,2.755127668E0,7.833827972E0,5.101445198E0
5.078316066E1,2.779069662E0,7.838616371E0,5.091868401E0
5.078516108E1,2.783858061E0,7.857769966E0,5.101445198E0
5.078716186E1,2.788646460E0,7.848193169E0,5.087080002E0
5.078916321E1,2.793434858E0,7.876923561E0,5.101445198E0
5.079116530E1,2.798223257E0,7.881711960E0,5.111021996E0
5.079316821E1,2.817376852E0,7.886500359E0,5.087080002E0
5.079517202E1,2.822165251E0,7.891288757E0,5.087080002E0
5.079717676E1,2.841318846E0,7.900865555E0,5.077503204E0
5.079918243E1,2.822165251E0,7.900865555E0,5.096656799E0
5.080118811E1,2.826953650E0,7.920019150E0,5.091868401E0
5.080319467E1,2.836530447E0,7.929595947E0,5.087080002E0
5.080520202E1,2.826953650E0,7.920019150E0,5.106233597E0
5.080721004E1,2.841318846E0,7.920019150E0,5.106233597E0
5.080921863E1,2.831742048E0,7.934384346E0,5.139752388E0
5.081122764E1,2.831742048E0,7.915230751E0,5.139752388E0
5.081323691E1,2.846107244E0,7.896077156E0,5.139752388E0
5.081524629E1,2.826953650E0,7.910442352E0,5.139752388E0
5.081725509E1,2.817376852E0,7.900865555E0,5.154117584E0
5.081926066E1,2.817376852E0,7.881711960E0,5.163694382E0
5.082126353E1,2.826953650E0,7.881711960E0,5.168482780E0
5.082326660E1,2.841318846E0,7.862558365E0,5.173271179E0
5.082526993E1,2.826953650E0,7.876923561E0,5.154117584E0
5.082727363E1,2.874837637E0,7.876923561E0,5.158905983E0
5.082927775E1,2.865260839E0,7.891288757E0,5.178059578E0
5.083128233E1,2.860472441E0,7.886500359E0,5.192424774E0
5.083328738E1,2.884414434E0,7.886500359E0,5.178059578E0
5.083529290E1,2.879626036E0,7.876923561E0,5.192424774E0
5.083730259E1,2.879626036E0,7.872135162E0,5.163694382E0
5.083931228E1,2.860472441E0,7.881711960E0,5.158905983E0
5.084132176E1,2.889202833E0,7.886500359E0,5.158905983E0
5.084332733E1,2.865260839E0,7.876923561E0,5.115810394E0
5.084533832E1,2.850895643E0,7.867346764E0,5.082291603E0
5.084734946E1,2.841318846E0,7.881711960E0,5.058349609E0
5.084933639E1,2.826953650E0,7.881711960E0,5.058349609E0
5.085132436E1,2.812588453E0,7.862558365E0,5.039196014E0
5.085331400E1,2.812588453E0,7.872135162E0,5.020042419E0
5.085530587E1,2.812588453E0,7.867346764E0,5.005677223E0
5.085730045E1,2.807800055E0,7.876923561E0,4.996100426E0
5.085929806E1,2.812588453E0,7.881711960E0,5.000888824E0
5.086129889E1,2.803011656E0,7.872135162E0,4.991312027E0
5.086330301E1,2.793434858E0,7.872135162E0,4.986523628E0
5.086531035E1,2.793434858E0,7.872135162E0,4.981735229E0
5.086732071E1,2.774281263E0,7.862558365E0,4.986523628E0
5.086933379E1,2.769492865E0,7.881711960E0,5.010465622E0
5.087134915E1,2.774281263E0,7.886500359E0,5.000888824E0
5.087336634E1,2.764704466E0,7.872135162E0,4.991312027E0
5.087538545E1,2.759916067E0,7.867346764E0,5.020042419E0
5.087740457E1,2.779069662E0,7.862558365E0,5.034407616E0
5.087942379E1,2.759916067E0,7.857769966E0,5.039196014E0
5.088143290E1,2.764704466E0,7.862558365E0,5.067926407E0
5.088343847E1,2.769492865E0,7.838616371E0,5.053561211E0
5.088544400E1,2.803011656E0,7.848193169E0,5.067926407E0
5.088744681E1,2.803011656E0,7.872135162E0,5.072714806E0
5.088944983E1,2.831742048E0,7.876923561E0,5.101445198E0
5.089145316E1,2.855684042E0,7.852981567E0,5.139752388E0
5.089345686E1,2.898779631E0,7.857769966E0,5.192424774E0
5.089546097E1,2.898779631E0,7.881711960E0,5.211578369E0
5.089746556E1,2.889202833E0,7.920019150E0,5.211578369E0
5.089947061E1,2.898779631E0,7.953537941E0,5.197213173E0
5.090147613E1,2.898779631E0,7.963114738E0,5.158905983E0
5.090348212E1,2.903568029E0,7.963114738E0,5.130175591E0
5.090548853E1,2.898779631E0,7.963114738E0,5.115810394E0
5.090749530E1,2.884414434E0,7.924807549E0,5.101445198E0
5.090950238E1,2.893991232E0,7.929595947E0,5.067926407E0
5.091150972E1,2.850895643E0,7.891288757E0,5.072714806E0
5.091351728E1,2.850895643E0,7.896077156E0,5.087080002E0
5.091552483E1,2.831742048E0,7.896077156E0,5.096656799E0
5.091753780E1,2.798223257E0,7.867346764E0,5.111021996E0
5.091953847E1,2.783858061E0,7.881711960E0,5.101445198E0
5.092153931E1,2.774281263E0,7.867346764E0,5.115810394E0
5.092354051E1,2.769492865E0,7.881711960E0,5.115810394E0
5.092554222E1,2.755127668E0,7.867346764E0,5.115810394E0
5.092754457E1,2.735974073E0,7.872135162E0,5.120598793E0
5.092954764E1,2.740762472E0,7.867346764E0,5.115810394E0
5.093155155E1,2.740762472E0,7.857769966E0,5.115810394E0
5.093355629E1,2.731185675E0,7.843404770E0,5.130175591E0
5.093556186E1,2.745550871E0,7.848193169E0,5.120598793E0
5.093756827E1,2.735974073E0,7.848193169E0,5.111021996E0
5.093957540E1,2.750339270E0,7.852981567E0,5.134963989E0
5.094158321E1,2.759916067E0,7.829039574E0,5.130175591E0
5.094359103E1,2.769492865E0,7.824251175E0,5.120598793E0
5.094559931E1,2.779069662E0,7.819462776E0,5.144540787E0
5.094760790E1,2.769492865E0,7.809885979E0,5.154117584E0
5.094961670E1,2.798223257E0,7.809885979E0,5.158905983E0
5.095162618E1,2.803011656E0,7.809885979E0,5.178059578E0
5.095363639E1,2.803011656E0,7.814674377E0,5.178059578E0
5.095563847E1,2.812588453E0,7.829039574E0,5.187636375E0
5.095764066E1,2.831742048E0,7.805097580E0,5.182847977E0
5.095964311E1,2.826953650E0,7.800309181E0,5.182847977E0
5.096164592E1,2.826953650E0,7.805097580E0,5.197213173E0
5.096364920E1,2.812588453E0,7.785943985E0,5.206789970E0
5.096565300E1,2.817376852E0,7.781155586E0,5.235520363E0
5.096765738E1,2.826953650E0,7.790732384E0,5.240308762E0
5.096966238E1,2.846107244E0,7.776367188E0,5.264250755E0
5.097166795E1,2.831742048E0,7.790732384E0,5.292981625E0
5.097367410E1,2.822165251E0,7.785943985E0,5.307346821E0
5.097568077E1,2.846107244E0,7.809885979E0,5.307346821E0
5.097768790E1,2.860472441E0,7.814674377E0,5.288193226E0
5.097969540E1,2.870049238E0,7.824251175E0,5.297770023E0
5.098170290E1,2.865260839E0,7.809885979E0,5.302558422E0
5.098371061E1,2.870049238E0,7.829039574E0,5.288193226E0
5.098571842E1,2.879626036E0,7.838616371E0,5.302558422E0
5.098772353E1,2.870049238E0,7.848193169E0,5.278616428E0
5.098972879E1,2.898779631E0,7.852981567E0,5.283404827E0
5.099173420E1,2.908356428E0,7.857769966E0,5.273828030E0
5.099373978E1,2.913144827E0,7.881711960E0,5.273828030E0
5.099574550E1,2.932298422E0,7.876923561E0,5.269039154E0
5.099775139E1,2.937086821E0,7.867346764E0,5.269039154E0
5.099975738E1,2.956240654E0,7.896077156E0,5.259462357E0
5.100176347E1,2.956240654E0,7.896077156E0,5.259462357E0
5.100376962E1,2.980182648E0,7.905653954E0,5.278616428E0
5.100577582E1,2.970605850E0,7.915230751E0,5.292981625E0
5.100778743E1,2.980182648E0,7.934384346E0,5.283404827E0
5.100978853E1,2.961029053E0,7.910442352E0,5.292981625E0
5.101178978E1,2.965817451E0,7.924807549E0,5.288193226E0
5.101379134E1,2.941875219E0,7.924807549E0,5.283404827E0
5.101579337E1,2.941875219E0,7.929595947E0,5.283404827E0
5.101779597E1,2.927510023E0,7.900865555E0,5.269039154E0
5.101979858E1,2.913144827E0,7.924807549E0,5.235520363E0
5.102180196E1,2.917933226E0,7.891288757E0,5.245097160E0
5.102380618E1,2.884414434E0,7.872135162E0,5.206789970E0
5.102581129E1,2.860472441E0,7.872135162E0,5.192424774E0
5.102781785E1,2.831742048E0,7.872135162E0,5.206789970E0
5.102982488E1,2.807800055E0,7.838616371E0,5.192424774E0
5.103183259E1,2.759916067E0,7.852981567E0,5.202001572E0
5.103384087E1,2.735974073E0,7.824251175E0,5.187636375E0
5.103584957E1,2.697666883E0,7.829039574E0,5.192424774E0
5.103785858E1,2.688089848E0,7.795520782E0,5.192424774E0
5.103986774E1,2.654571056E0,7.795520782E0,5.182847977E0
5.104187420E1,2.654571056E0,7.776367188E0,5.187636375E0
5.104388071E1,2.644994259E0,7.781155586E0,5.163694382E0
5.104588728E1,2.644994259E0,7.776367188E0,5.168482780E0
5.104789926E1,2.644994259E0,7.757213593E0,5.182847977E0
5.104989962E1,2.654571056E0,7.757213593E0,5.158905983E0
5.105190019E1,2.644994259E0,7.766790390E0,5.178059578E0
5.105390113E1,2.668936253E0,7.762001991E0,5.178059578E0
5.105590452E1,2.659359455E0,7.757213593E0,5.168482780E0
5.105790790E1,2.654571056E0,7.762001991E0,5.158905983E0
5.105991191E1,2.654571056E0,7.757213593E0,5.154117584E0
5.106191660E1,2.640205860E0,7.766790390E0,5.149329185E0
5.106392196E1,2.649782658E0,7.742848396E0,5.144540787E0
5.106592920E1,2.640205860E0,7.762001991E0,5.144540787E0
5.106793665E1,2.659359455E0,7.752425194E0,5.134963989E0
5.106994452E1,2.654571056E0,7.762001991E0,5.125387192E0
5.107195269E1,2.688089848E0,7.771578789E0,5.134963989E0
5.107396108E1,2.688089848E0,7.771578789E0,5.139752388E0
5.107596952E1,2.712032080E0,7.771578789E0,5.154117584E0
5.107797743E1,2.721608877E0,7.785943985E0,5.178059578E0
5.107998295E1,2.759916067E0,7.814674377E0,5.178059578E0
5.108198577E1,2.764704466E0,7.824251175E0,5.182847977E0
5.108398879E1,2.783858061E0,7.833827972E0,5.206789970E0
5.108599212E1,2.803011656E0,7.867346764E0,5.197213173E0
5.108799582E1,2.817376852E0,7.852981567E0,5.211578369E0
5.108999993E1,2.822165251E0,7.876923561E0,5.225943565E0
5.109200452E1,2.836530447E0,7.876923561E0,5.225943565E0
5.109400957E1,2.855684042E0,7.886500359E0,5.259462357E0
5.109601509E1,2.874837637E0,7.905653954E0,5.273828030E0
5.109802108E1,2.898779631E0,7.886500359E0,5.316923618E0
5.110002749E1,2.889202833E0,7.886500359E0,5.340865612E0
5.110203426E1,2.913144827E0,7.881711960E0,5.355230808E0
5.110404134E1,2.913144827E0,7.886500359E0,5.350442410E0
5.110604868E1,2.932298422E0,7.891288757E0,5.360019207E0
5.110805618E1,2.937086821E0,7.896077156E0,5.340865612E0
5.111006379E1,2.932298422E0,7.910442352E0,5.336077213E0
5.111207681E1,2.937086821E0,7.915230751E0,5.316923618E0
5.111407743E1,2.951452255E0,7.910442352E0,5.302558422E0
5.111607821E1,2.951452255E0,7.915230751E0,5.307346821E0
5.111807936E1,2.951452255E0,7.924807549E0,5.316923618E0
5.112008103E1,2.951452255E0,7.920019150E0,5.321712017E0
5.112208337E1,2.927510023E0,7.900865555E0,5.326500416E0
5.112408571E1,2.913144827E0,7.896077156E0,5.312135220E0
5.112608894E1,2.898779631E0,7.886500359E0,5.288193226E0
5.112809311E1,2.884414434E0,7.862558365E0,5.292981625E0
5.113009821E1,2.841318846E0,7.857769966E0,5.297770023E0
5.113210426E1,2.826953650E0,7.848193169E0,5.264250755E0
5.113411118E1,2.793434858E0,7.819462776E0,5.259462357E0
5.113611889E1,2.779069662E0,7.814674377E0,5.273828030E0
5.113812728E1,2.755127668E0,7.809885979E0,5.230731964E0
5.114013618E1,2.726397276E0,7.781155586E0,5.235520363E0
5.114214545E1,2.726397276E0,7.771578789E0,5.221155167E0
5.114415493E1,2.678513050E0,7.781155586E0,5.182847977E0
5.114616446E1,2.683301449E0,7.771578789E0,5.187636375E0
5.114817186E1,2.654571056E0,7.757213593E0,5.168482780E0
5.115017743E1,2.644994259E0,7.742848396E0,5.130175591E0
5.115218030E1,2.630629063E0,7.757213593E0,5.101445198E0
5.115418337E1,2.616263866E0,7.752425194E0,5.087080002E0
5.115618670E1,2.616263866E0,7.762001991E0,5.072714806E0
5.115819040E1,2.630629063E0,7.742848396E0,5.043984413E0
5.116019452E1,2.630629063E0,7.742848396E0,5.043984413E0
5.116219863E1,2.616263866E0,7.762001991E0,5.039196014E0
5.116420327E1,2.621052265E0,7.762001991E0,5.039196014E0
5.116620842E1,2.625840664E0,7.757213593E0,5.048772812E0
5.116821410E1,2.644994259E0,7.781155586E0,5.072714806E0
5.117022030E1,2.630629063E0,7.785943985E0,5.087080002E0
5.117222650E1,2.640205860E0,7.790732384E0,5.115810394E0
5.117423311E1,2.644994259E0,7.766790390E0,5.101445198E0
5.117624009E1,2.644994259E0,7.776367188E0,5.120598793E0
5.117824738E1,2.659359455E0,7.771578789E0,5.101445198E0
5.118025488E1,2.683301449E0,7.785943985E0,5.072714806E0
5.118226254E1,2.697666883E0,7.781155586E0,5.063138008E0
5.118427024E1,2.716820478E0,7.814674377E0,5.063138008E0
5.118627743E1,2.735974073E0,7.833827972E0,5.077503204E0
5.118828300E1,2.793434858E0,7.848193169E0,5.067926407E0
5.119029400E1,2.822165251E0,7.876923561E0,5.087080002E0
5.119229410E1,2.846107244E0,7.867346764E0,5.111021996E0
5.119429441E1,2.893991232E0,7.900865555E0,5.106233597E0
5.119629514E1,2.917933226E0,7.900865555E0,5.130175591E0
5.119829644E1,2.927510023E0,7.934384346E0,5.154117584E0
5.120029774E1,2.932298422E0,7.924807549E0,5.149329185E0
5.120229993E1,2.956240654E0,7.915230751E0,5.168482780E0
5.120430311E1,2.951452255E0,7.924807549E0,5.163694382E0
5.120630733E1,2.956240654E0,7.934384346E0,5.173271179E0
5.120831259E1,2.937086821E0,7.939172745E0,5.154117584E0
5.121031889E1,2.946663857E0,7.939172745E0,5.158905983E0
5.121232613E1,2.927510023E0,7.948749542E0,5.182847977E0
5.121433420E1,2.917933226E0,7.953537941E0,5.182847977E0
5.121634301E1,2.913144827E0,7.972691536E0,5.202001572E0
5.121835238E1,2.917933226E0,7.953537941E0,5.221155167E0
5.122036212E1,2.913144827E0,7.939172745E0,5.245097160E0
5.122237207E1,2.917933226E0,7.915230751E0,5.240308762E0
5.122437931E1,2.913144827E0,7.905653954E0,5.254673958E0
5.122638660E1,2.917933226E0,7.896077156E0,5.245097160E0
5.122839931E1,2.908356428E0,7.905653954E0,5.240308762E0
5.123039967E1,2.884414434E0,7.891288757E0,5.254673958E0
5.123240024E1,2.889202833E0,7.900865555E0,5.230731964E0
5.123440118E1,2.884414434E0,7.881711960E0,5.225943565E0
5.123640264E1,2.860472441E0,7.881711960E0,5.182847977E0
5.123840478E1,2.836530447E0,7.881711960E0,5.173271179E0
5.124040769E1,2.817376852E0,7.876923561E0,5.149329185E0
5.124241150E1,2.807800055E0,7.876923561E0,5.134963989E0
5.124441618E1,2.798223257E0,7.852981567E0,5.139752388E0
5.124642176E1,2.783858061E0,7.829039574E0,5.139752388E0
5.124842821E1,2.788646460E0,7.829039574E0,5.154117584E0
5.125043545E1,2.755127668E0,7.809885979E0,5.139752388E0
5.125244337E1,2.745550871E0,7.800309181E0,5.125387192E0
5.125445186E1,2.716820478E0,7.781155586E0,5.115810394E0
5.125646077E1,2.716820478E0,7.785943985E0,5.106233597E0
5.125846999E1,2.697666883E0,7.785943985E0,5.063138008E0
5.126047931E1,2.683301449E0,7.771578789E0,5.087080002E0
5.126248858E1,2.688089848E0,7.776367188E0,5.082291603E0
5.126449415E1,2.678513050E0,7.762001991E0,5.077503204E0
5.126649967E1,2.664147854E0,7.771578789E0,5.087080002E0
5.126850249E1,2.668936253E0,7.771578789E0,5.087080002E0
5.127050550E1,2.688089848E0,7.771578789E0,5.120598793E0
5.127250884E1,2.692878246E0,7.762001991E0,5.120598793E0
5.127451259E1,2.702455282E0,7.766790390E0,5.130175591E0
5.127651988E1,2.702455282E0,7.762001991E0,5.125387192E0
5.127852738E1,2.707243681E0,7.776367188E0,5.149329185E0
5.128053498E1,2.726397276E0,7.771578789E0,5.134963989E0
5.128254264E1,2.726397276E0,7.790732384E0,5.125387192E0
5.128454967E1,2.740762472E0,7.809885979E0,5.096656799E0
5.128655524E1,2.759916067E0,7.785943985E0,5.077503204E0
5.128856624E1,2.764704466E0,7.809885979E0,5.063138008E0
5.129056634E1,2.769492865E0,7.809885979E0,5.077503204E0
5.129256665E1,2.783858061E0,7.805097580E0,5.096656799E0
5.129456738E1,2.826953650E0,7.829039574E0,5.139752388E0
5.129656868E1,2.836530447E0,7.848193169E0,5.163694382E0
5.129857071E1,2.836530447E0,7.838616371E0,5.187636375E0
5.130057358E1,2.855684042E0,7.852981567E0,5.230731964E0
5.130257733E1,2.850895643E0,7.852981567E0,5.288193226E0
5.130458108E1,2.846107244E0,7.862558365E0,5.302558422E0
5.130658582E1,2.836530447E0,7.876923561E0,5.321712017E0
5.130859155E1,2.846107244E0,7.872135162E0,5.326500416E0
5.131059821E1,2.865260839E0,7.876923561E0,5.345654011E0
5.131260639E1,2.850895643E0,7.876923561E0,5.345654011E0
5.131461660E1,2.846107244E0,7.876923561E0,5.369596004E0
5.131662728E1,2.846107244E0,7.848193169E0,5.360019207E0
5.131863816E1,2.807800055E0,7.872135162E0,5.388749599E0
5.132064634E1,2.798223257E0,7.862558365E0,5.383961201E0
5.132265993E1,2.779069662E0,7.838616371E0,5.383961201E0
5.132466082E1,2.755127668E0,7.867346764E0,5.398326397E0
5.132666186E1,2.745550871E0,7.843404770E0,5.398326397E0
5.132866321E1,2.735974073E0,7.824251175E0,5.422268391E0
5.133066504E1,2.726397276E0,7.829039574E0,5.407903194E0
5.133266748E1,2.716820478E0,7.824251175E0,5.465363979E0
5.133467066E1,2.745550871E0,7.805097580E0,5.441421986E0
5.133667462E1,2.769492865E0,7.809885979E0,5.431845188E0
5.133867941E1,2.788646460E0,7.814674377E0,5.431845188E0
5.134068504E1,2.788646460E0,7.814674377E0,5.427056789E0
5.134269144E1,2.822165251E0,7.809885979E0,5.417479992E0
5.134469858E1,2.822165251E0,7.819462776E0,5.417479992E0
5.134670634E1,2.865260839E0,7.809885979E0,5.403114796E0
5.134871462E1,2.865260839E0,7.829039574E0,5.393537998E0
5.135072332E1,2.855684042E0,7.833827972E0,5.393537998E0
5.135273509E1,2.870049238E0,7.819462776E0,5.364807606E0
5.135474415E1,2.865260839E0,7.809885979E0,5.340865612E0
5.135674967E1,2.865260839E0,7.824251175E0,5.345654011E0
5.135875249E1,2.860472441E0,7.809885979E0,5.331288815E0
5.136075550E1,2.884414434E0,7.800309181E0,5.336077213E0
5.136275884E1,2.879626036E0,7.795520782E0,5.312135220E0
5.136476254E1,2.908356428E0,7.795520782E0,5.288193226E0
5.136676665E1,2.908356428E0,7.790732384E0,5.292981625E0
5.136877124E1,2.884414434E0,7.800309181E0,5.292981625E0
5.137077629E1,2.884414434E0,7.795520782E0,5.269039154E0
5.137278181E1,2.870049238E0,7.805097580E0,5.249885559E0
5.137478780E1,2.874837637E0,7.795520782E0,5.249885559E0
5.137679420E1,2.836530447E0,7.790732384E0,5.240308762E0
5.137880097E1,2.850895643E0,7.781155586E0,5.225943565E0
5.138080775E1,2.822165251E0,7.805097580E0,5.225943565E0
5.138281478E1,2.803011656E0,7.795520782E0,5.216366768E0
5.138482202E1,2.793434858E0,7.795520782E0,5.202001572E0
5.138682936E1,2.793434858E0,7.809885979E0,5.187636375E0
5.138883676E1,2.779069662E0,7.809885979E0,5.197213173E0
5.139084957E1,2.783858061E0,7.800309181E0,5.192424774E0
5.139284967E1,2.755127668E0,7.833827972E0,5.182847977E0
5.139484998E1,2.755127668E0,7.852981567E0,5.197213173E0
5.139685071E1,2.721608877E0,7.833827972E0,5.206789970E0
5.139885202E1,2.716820478E0,7.857769966E0,5.202001572E0
5.140085405E1,2.702455282E0,7.857769966E0,5.206789970E0
5.140285691E1,2.702455282E0,7.876923561E0,5.202001572E0
5.140486066E1,2.707243681E0,7.872135162E0,5.211578369E0
5.140686535E1,2.721608877E0,7.872135162E0,5.216366768E0
5.140887097E1,2.716820478E0,7.881711960E0,5.225943565E0
5.141087748E1,2.731185675E0,7.881711960E0,5.221155167E0
5.141288483E1,2.716820478E0,7.862558365E0,5.221155167E0
5.141489290E1,2.721608877E0,7.876923561E0,5.230731964E0
5.141690347E1,2.726397276E0,7.857769966E0,5.216366768E0
5.141891405E1,2.721608877E0,7.876923561E0,5.221155167E0
5.142092472E1,2.740762472E0,7.872135162E0,5.197213173E0
5.142293301E1,2.731185675E0,7.852981567E0,5.163694382E0
5.142493858E1,2.702455282E0,7.852981567E0,5.168482780E0
5.142694410E1,2.716820478E0,7.833827972E0,5.168482780E0
5.142894691E1,2.697666883E0,7.819462776E0,5.144540787E0
5.143094993E1,2.697666883E0,7.824251175E0,5.134963989E0
5.143295327E1,2.716820478E0,7.800309181E0,5.115810394E0
5.143495696E1,2.712032080E0,7.800309181E0,5.111021996E0
5.143696108E1,2.716820478E0,7.809885979E0,5.072714806E0
5.143896566E1,2.735974073E0,7.809885979E0,5.034407616E0
5.144097071E1,2.726397276E0,7.824251175E0,5.015254021E0
5.144297624E1,2.731185675E0,7.819462776E0,5.000888824E0
5.144498222E1,2.764704466E0,7.829039574E0,4.972158432E0
5.144698863E1,2.755127668E0,7.838616371E0,4.953004837E0
5.144899540E1,2.783858061E0,7.857769966E0,4.933851242E0
5.145100249E1,2.769492865E0,7.867346764E0,4.929062843E0
5.145300983E1,2.803011656E0,7.867346764E0,4.948216438E0
5.145501738E1,2.783858061E0,7.886500359E0,4.948216438E0
5.145702493E1,2.788646460E0,7.867346764E0,4.948216438E0
5.145903790E1,2.803011656E0,7.862558365E0,4.953004837E0
5.146103858E1,2.817376852E0,7.886500359E0,4.981735229E0
5.146303941E1,2.831742048E0,7.896077156E0,5.000888824E0
5.146504061E1,2.822165251E0,7.896077156E0,5.034407616E0
5.146704233E1,2.831742048E0,7.900865555E0,5.043984413E0
5.146904467E1,2.836530447E0,7.896077156E0,5.101445198E0
5.147104774E1,2.841318846E0,7.915230751E0,5.139752388E0
5.147305165E1,2.836530447E0,7.920019150E0,5.163694382E0
5.147505639E1,2.836530447E0,7.905653954E0,5.187636375E0
5.147706196E1,2.841318846E0,7.915230751E0,5.216366768E0
5.147906837E1,2.860472441E0,7.910442352E0,5.249885559E0
5.148107550E1,2.865260839E0,7.910442352E0,5.307346821E0
5.148308332E1,2.846107244E0,7.891288757E0,5.326500416E0
5.148509113E1,2.860472441E0,7.915230751E0,5.345654011E0
5.148709941E1,2.879626036E0,7.891288757E0,5.374384403E0
5.148910801E1,2.870049238E0,7.886500359E0,5.388749599E0
5.149111681E1,2.874837637E0,7.881711960E0,5.431845188E0
5.149312566E1,2.889202833E0,7.872135162E0,5.455787182E0
5.149513301E1,2.884414434E0,7.867346764E0,5.489305973E0
5.149713858E1,2.870049238E0,7.867346764E0,5.498882771E0
5.149914144E1,2.850895643E0,7.843404770E0,5.503671169E0
5.150114452E1,2.841318846E0,7.852981567E0,5.537189960E0
5.150314847E1,2.831742048E0,7.829039574E0,5.546766758E0
5.150515275E1,2.817376852E0,7.843404770E0,5.565920353E0
5.150715738E1,2.812588453E0,7.819462776E0,5.585073948E0
5.150916238E1,2.803011656E0,7.809885979E0,5.599439144E0
5.151116774E1,2.793434858E0,7.795520782E0,5.589862347E0
5.151317347E1,2.803011656E0,7.785943985E0,5.589862347E0
5.151517957E1,2.788646460E0,7.800309181E0,5.589862347E0
5.151718597E1,2.783858061E0,7.805097580E0,5.561131954E0
5.151919264E1,2.764704466E0,7.771578789E0,5.546766758E0
5.152119952E1,2.759916067E0,7.790732384E0,5.518036366E0
5.152320639E1,2.726397276E0,7.785943985E0,5.470152378E0
5.152521337E1,2.702455282E0,7.790732384E0,5.417479992E0
5.152722040E1,2.678513050E0,7.805097580E0,5.374384403E0
5.152923285E1,2.654571056E0,7.781155586E0,5.326500416E0
5.153123379E1,2.630629063E0,7.776367188E0,5.302558422E0
5.153323472E1,2.606687069E0,7.785943985E0,5.269039154E0
5.153523597E1,2.582745075E0,7.776367188E0,5.230731964E0
5.153723769E1,2.577956676E0,7.771578789E0,5.197213173E0
5.153924004E1,2.539649487E0,7.762001991E0,5.206789970E0
5.154124311E1,2.525284290E0,7.762001991E0,5.173271179E0
