"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.613225738E1,-5.888244510E-1,-4.909533858E-1,2.683798552E0
4.613426712E1,-6.687192321E-1,-4.611259997E-1,2.809499741E0
4.613627603E1,-7.518098354E-1,-4.323638678E-1,2.935200691E0
4.613828155E1,-8.370308876E-1,-4.153196514E-1,3.056640863E0
4.614028436E1,-9.286435843E-1,-3.950796425E-1,3.179146290E0
4.614228738E1,-1.024517298E0,-3.727091253E-1,3.296325207E0
4.614429071E1,-1.126782656E0,-3.503385782E-1,3.411373615E0
4.614629405E1,-1.229047894E0,-3.300985694E-1,3.522161007E0
4.614829785E1,-1.333443761E0,-3.119890988E-1,3.634013653E0
4.615030217E1,-1.435709119E0,-2.896185517E-1,3.741605282E0
4.615230702E1,-1.540104866E0,-2.597911656E-1,3.851327419E0
4.615431327E1,-1.642370224E0,-2.246374637E-1,3.964245558E0
4.615631967E1,-1.744635582E0,-1.852227151E-1,4.075032711E0
4.615832650E1,-1.845835567E0,-1.394163817E-1,4.180493832E0
4.616033368E1,-1.943839788E0,-8.721846342E-2,4.281693935E0
4.616234113E1,-2.040778875E0,-1.584579609E-2,4.362654209E0
4.616434879E1,-2.131326199E0,6.191844866E-2,4.425504684E0
4.616635655E1,-2.215481997E0,1.311605871E-1,4.480898380E0
4.616836972E1,-2.290050507E0,1.972069293E-1,4.524574280E0
4.617037061E1,-2.355031490E0,2.739059031E-1,4.549075127E0
4.617237165E1,-2.400837898E0,3.655185997E-1,4.559727669E0
4.617437300E1,-2.434926271E0,4.805670679E-1,4.551205635E0
4.617637483E1,-2.449840069E0,6.052029133E-1,4.527770042E0
4.617837728E1,-2.453035831E0,7.543398142E-1,4.491550922E0
4.618038045E1,-2.432795763E0,9.205209613E-1,4.447875023E0
4.618238535E1,-2.391250610E0,1.108007312E0,4.397807598E0
4.618439024E1,-2.317747355E0,1.285906315E0,4.348805428E0
4.618639592E1,-2.222939014E0,1.454218030E0,4.302999496E0
4.618840233E1,-2.117477894E0,1.592702270E0,4.280628681E0
4.619040941E1,-2.019473553E0,1.716272831E0,4.280628681E0
4.619241707E1,-1.936383009E0,1.801494002E0,4.302999496E0
4.619442519E1,-1.882054567E0,1.863279223E0,4.338152885E0
4.619643368E1,-1.858618736E0,1.902693987E0,4.383959293E0
4.619844238E1,-1.867140889E0,1.916542411E0,4.430830956E0
4.620045118E1,-1.893772483E0,1.902693987E0,4.480898380E0
4.620245967E1,-1.928926110E0,1.852626681E0,4.518182755E0
4.620446524E1,-1.967275620E0,1.768470764E0,4.549075127E0
4.620646811E1,-2.007755756E0,1.664075017E0,4.576772213E0
4.620847118E1,-2.043974638E0,1.549026489E0,4.607664585E0
4.621047452E1,-2.074867249E0,1.429716945E0,4.643883705E0
4.621247821E1,-2.095107317E0,1.304015875E0,4.685429096E0
4.621448233E1,-2.108955622E0,1.192163229E0,4.735496521E0
4.621648691E1,-2.119608402E0,1.089897871E0,4.791955471E0
4.621849196E1,-2.121738911E0,9.982851744E-1,4.855871201E0
4.622049780E1,-2.116412640E0,9.056072235E-1,4.926178455E0
4.622250363E1,-2.099368334E0,7.948198318E-1,4.999681950E0
4.622450988E1,-2.056757689E0,6.115944982E-1,5.084902763E0
4.622651650E1,-1.824530244E0,1.311605871E-1,5.268128395E0
4.622852342E1,-1.508147001E0,-3.460775316E-1,5.489703178E0
4.623053061E1,-1.311073184E0,-6.475471258E-1,5.632448196E0
4.623253800E1,-1.163001537E0,-9.383640885E-1,5.689972401E0
4.623454550E1,-1.024517298E0,-1.261139035E0,5.691037655E0
4.623655842E1,-8.796414733E-1,-1.623328686E0,5.654819012E0
4.623855983E1,-7.294392586E-1,-1.994040370E0,5.606882095E0
4.624056139E1,-5.685844421E-1,-2.344512224E0,5.557879925E0
4.624256327E1,-4.055991173E-1,-2.676874399E0,5.516334534E0
4.624456556E1,-2.553969622E-1,-2.984735489E0,5.480115414E0
4.624656837E1,-1.115863696E-1,-3.264899969E0,5.450288296E0
4.624857181E1,1.304947957E-2,-3.501388311E0,5.417264938E0
4.625057524E1,1.259674281E-1,-3.691005468E0,5.382111549E0
4.625257946E1,2.218411565E-1,-3.819902182E0,5.340566158E0
4.625458446E1,3.017359376E-1,-3.885948658E0,5.299020767E0
4.625659025E1,3.752391040E-1,-3.885948658E0,5.259605885E0
4.625859769E1,4.359591305E-1,-3.818836927E0,5.222321987E0
4.626060514E1,4.870918095E-1,-3.708049536E0,5.185037613E0
4.626261311E1,5.201149583E-1,-3.562108517E0,5.148818493E0
4.626462150E1,5.435507894E-1,-3.378883123E0,5.104077816E0
4.626663019E1,5.520728827E-1,-3.166895628E0,5.048683643E0
4.626863905E1,5.499423742E-1,-2.936798811E0,4.979441643E0
4.627064519E1,5.392897129E-1,-2.705636501E0,4.894220829E0
4.627265144E1,5.243760347E-1,-2.474474192E0,4.794085979E0
4.627465775E1,5.073317885E-1,-2.245442629E0,4.684363842E0
4.627666410E1,4.892223179E-1,-2.047303677E0,4.571445942E0
4.627867587E1,4.625907242E-1,-1.933320403E0,4.451070786E0
4.628067670E1,4.338286221E-1,-1.856621385E0,4.299803734E0
4.628267769E1,4.061317742E-1,-1.775661349E0,4.126165390E0
4.628467905E1,3.912180662E-1,-1.693636060E0,3.947201252E0
4.628668092E1,3.826959729E-1,-1.602023363E0,3.767171621E0
4.628868280E1,3.763043880E-1,-1.496562243E0,3.588207483E0
4.629068545E1,3.731085956E-1,-1.376187444E0,3.414569378E0
4.629268894E1,3.731085956E-1,-1.228115797E0,3.247323036E0
4.629469332E1,3.805654347E-1,-1.052347302E0,3.084337711E0
4.629669889E1,3.933486044E-1,-8.648608923E-1,2.930939674E0
4.629870446E1,4.071970284E-1,-6.944187284E-1,2.790324926E0
4.630071092E1,4.221107066E-1,-5.442165732E-1,2.665688992E0
4.630271816E1,4.423507154E-1,-4.185154438E-1,2.555966854E0
4.630472608E1,4.657865167E-1,-3.141196072E-1,2.475006819E0
4.630673457E1,4.838960171E-1,-2.352901101E-1,2.426004887E0
4.630874347E1,4.945486486E-1,-1.756353378E-1,2.414286852E0
4.631075269E1,4.977444410E-1,-1.330247968E-1,2.432396412E0
4.631276202E1,4.807002246E-1,-9.893636405E-2,2.470745802E0
4.631476863E1,4.316980839E-1,-7.017423958E-2,2.424939632E0
4.631677530E1,3.113232851E-1,-3.289001435E-2,2.336522579E0
4.631878738E1,1.387505829E-1,2.250369452E-2,2.301368952E0
4.632078801E1,-1.784316637E-2,7.150582224E-2,2.281128883E0
4.632278879E1,-1.712411344E-1,1.407479644E-1,2.272606850E0
4.632478993E1,-3.289001584E-1,2.057290375E-1,2.285389900E0
4.632679108E1,-4.918854833E-1,2.408827394E-1,2.313086748E0
4.632879290E1,-6.580666304E-1,2.408827394E-1,2.361023664E0
4.633079556E1,-8.263782859E-1,2.217079997E-1,2.429200649E0
4.633279910E1,-9.957551956E-1,1.940111369E-1,2.517617464E0
4.633480446E1,-1.168327928E0,1.854890287E-1,2.627339602E0
4.633681056E1,-1.325986862E0,2.004027218E-1,2.749845028E0
4.633881748E1,-1.477254391E0,2.589922249E-1,2.871284962E0
4.634082514E1,-1.611477613E0,3.633880615E-1,2.985268116E0
4.634283342E1,-1.735048175E0,5.093291998E-1,3.080076694E0
4.634484222E1,-1.840509295E0,6.797713637E-1,3.150383949E0
4.634685139E1,-1.934252501E0,8.693882823E-1,3.199386120E0
4.634886077E1,-2.012016773E0,1.059005260E0,3.222821951E0
4.635087019E1,-2.076997757E0,1.237969518E0,3.227082968E0
4.635287707E1,-2.133456707E0,1.405215859E0,3.211104155E0
4.635488264E1,-2.179263115E0,1.555418015E0,3.173819780E0
4.635688550E1,-2.213351488E0,1.683249712E0,3.108838797E0
4.635888858E1,-2.236787319E0,1.791906595E0,3.023617744E0
4.636089191E1,-2.246374607E0,1.876062393E0,2.909634590E0
4.636289650E1,-2.246374607E0,1.928260326E0,2.772215366E0
4.636490108E1,-2.234656811E0,1.939978242E0,2.618817568E0
4.636690603E1,-2.210155725E0,1.957022429E0,2.447309971E0
4.636891139E1,-2.165414572E0,1.997502446E0,2.260888815E0
4.637091717E1,-2.098303080E0,2.048635244E0,2.062749863E0
4.637292332E1,-2.030126095E0,2.107224703E0,1.853958249E0
4.637492978E1,-1.958753467E0,2.166879416E0,1.635579109E0
4.637693650E1,-1.888446093E0,2.220142603E0,1.404416919E0
4.637894342E1,-1.823464990E0,2.259557247E0,1.162602067E0
4.638095050E1,-1.761679769E0,2.288319349E0,9.080041051E-1
4.638295769E1,-1.698829174E0,2.311755180E0,6.427534223E-1
4.638497030E1,-1.639174461E0,2.338386774E0,3.796333373E-1
4.638697165E1,-1.580584884E0,2.367148876E0,1.186437383E-1
4.638897316E1,-1.521995425E0,2.400172234E0,-1.327584833E-1
4.639097498E1,-1.464471221E0,2.435325861E0,-3.649859428E-1
4.639297722E1,-1.412273288E0,2.467283726E0,-5.822997093E-1
4.639498004E1,-1.361140609E0,2.492850065E0,-7.772429585E-1
4.639698347E1,-1.314269066E0,2.516285896E0,-9.519461989E-1
4.639898759E1,-1.270593166E0,2.534395456E0,-1.109605193E0
4.640099269E1,-1.233309031E0,2.551439524E0,-1.252350569E0
4.640299780E1,-1.199220538E0,2.567418575E0,-1.381247520E0
4.640500363E1,-1.174719453E0,2.579136372E0,-1.500556946E0
4.640701014E1,-1.154479504E0,2.590854406E0,-1.611344457E0
4.640901728E1,-1.144892097E0,2.597245932E0,-1.711479187E0
4.641102577E1,-1.140631080E0,2.602572203E0,-1.809483409E0
4.641303431E1,-1.142761588E0,2.604702711E0,-1.900030851E0
4.641504311E1,-1.150218368E0,2.605767965E0,-1.984186649E0
4.641705202E1,-1.165132165E0,2.611094236E0,-2.063016176E0
4.641906071E1,-1.189633131E0,2.621747017E0,-2.133323669E0
4.642106629E1,-1.218395233E0,2.633464813E0,-2.201500416E0
4.642306915E1,-1.241831064E0,2.644117594E0,-2.272873163E0
4.642507222E1,-1.266332150E0,2.650509119E0,-2.346376419E0
4.642707556E1,-1.282311082E0,2.652639627E0,-2.424140692E0
4.642907926E1,-1.294028997E0,2.647313356E0,-2.507231236E0
4.643108295E1,-1.301485896E0,2.634530067E0,-2.594582796E0
4.643308717E1,-1.302551150E0,2.619616508E0,-2.684064865E0
4.643509191E1,-1.302551150E0,2.595115423E0,-2.777808189E0
4.643709717E1,-1.294028997E0,2.566353321E0,-2.877942801E0
4.643910384E1,-1.279115319E0,2.529068947E0,-2.980208158E0
4.644111321E1,-1.259940624E0,2.490719557E0,-3.086734533E0
4.644312275E1,-1.234374285E0,2.448108912E0,-3.194326162E0
4.644513769E1,-1.204546809E0,2.403367996E0,-3.301917791E0
4.644713863E1,-1.171523690E0,2.357561588E0,-3.412705183E0
4.644913972E1,-1.135304689E0,2.308559418E0,-3.526688337E0
4.645114113E1,-1.098020554E0,2.255296230E0,-3.645998001E0
4.645314300E1,-1.061801553E0,2.200967789E0,-3.768503189E0
4.645514551E1,-1.024517298E0,2.148769855E0,-3.895269632E0
4.645714874E1,-9.872331023E-1,2.099767685E0,-4.027362347E0
4.645915275E1,-9.542099237E-1,2.048635244E0,-4.160520077E0
4.646115759E1,-9.233172536E-1,1.997502446E0,-4.291547775E0
4.646316321E1,-8.998814821E-1,1.949565649E0,-4.423640251E0
4.646516962E1,-8.785761595E-1,1.903759241E0,-4.556798458E0
4.646717676E1,-8.604667187E-1,1.862213969E0,-4.685695171E0
4.646918389E1,-8.466182947E-1,1.819603443E0,-4.810331345E0
4.647119160E1,-8.349003792E-1,1.775927663E0,-4.932836533E0
4.647319972E1,-8.274435401E-1,1.732251883E0,-5.045754433E0
4.647520816E1,-8.199867010E-1,1.688575983E0,-5.152280807E0
4.647721681E1,-8.167908788E-1,1.639573932E0,-5.248154640E0
4.647922550E1,-8.093340397E-1,1.583114982E0,-5.333375454E0
4.648123321E1,-8.050730228E-1,1.517068624E0,-5.409009457E0
4.648323879E1,-7.997466922E-1,1.444630623E0,-5.475055695E0
4.648524165E1,-7.954856157E-1,1.360474825E0,-5.531514645E0
4.648724472E1,-7.912245989E-1,1.272057891E0,-5.579451561E0
4.648924806E1,-7.912245989E-1,1.178314686E0,-5.623127460E0
4.649125176E1,-7.912245989E-1,1.082440972E0,-5.660411358E0
4.649325587E1,-7.912245989E-1,9.886978269E-1,-5.692369461E0
4.649526045E1,-7.912245989E-1,8.992156982E-1,-5.716870308E0
4.649726550E1,-7.901592851E-1,8.107987642E-1,-5.737110615E0
4.649927103E1,-7.880287766E-1,7.213166356E-1,-5.753089428E0
4.650127702E1,-7.858982682E-1,6.297039986E-1,-5.765872478E0
4.650328342E1,-7.848330140E-1,5.370260477E-1,-5.776525021E0
4.650529019E1,-7.848330140E-1,4.507396817E-1,-5.793569565E0
4.650729696E1,-7.827024460E-1,3.697796464E-1,-5.811678886E0
4.650930400E1,-7.816371918E-1,2.962764502E-1,-5.837245464E0
4.651131124E1,-7.805719376E-1,2.280995846E-1,-5.872398853E0
4.651331858E1,-7.816371918E-1,1.727058738E-1,-5.913944244E0
4.651532597E1,-7.827024460E-1,1.247690022E-1,-5.964011669E0
4.651733879E1,-7.827024460E-1,8.961530030E-2,-6.022601128E0
4.651933894E1,-7.827024460E-1,6.617950648E-2,-6.088647366E0
4.652133931E1,-7.805719376E-1,5.659212917E-2,-6.160020351E0
4.652334009E1,-7.773761153E-1,4.913528636E-2,-6.236719131E0
4.652534144E1,-7.805719376E-1,4.700475931E-2,-6.314483166E0
4.652734353E1,-7.805719376E-1,4.807002097E-2,-6.394378185E0
4.652934644E1,-7.827024460E-1,5.126581341E-2,-6.475337982E0
4.653135025E1,-7.901592851E-1,5.339634046E-2,-6.550971985E0
4.653335498E1,-7.997466922E-1,4.913528636E-2,-6.619148731E0
4.653536066E1,-8.135951161E-1,4.487423226E-2,-6.679868698E0
4.653736722E1,-8.317046165E-1,4.274370521E-2,-6.731001377E0
4.653937462E1,-8.572708964E-1,4.274370521E-2,-6.772546768E0
4.654138269E1,-8.849677444E-1,4.487423226E-2,-6.805570126E0
4.654339134E1,-9.169256687E-1,4.913528636E-2,-6.833266735E0
4.654539998E1,-9.542099237E-1,5.659212917E-2,-6.854571819E0
4.654740894E1,-9.925593734E-1,6.831002980E-2,-6.870551109E0
4.654941806E1,-1.033039451E0,8.535424620E-2,-6.879073143E0
4.655142446E1,-1.075649977E0,1.087900475E-1,-6.883334160E0
4.655343113E1,-1.117195249E0,1.343563795E-1,-6.884399414E0
4.655543155E1,-1.160871029E0,1.577921808E-1,-6.882268906E0
4.655743243E1,-1.203481555E0,1.790974438E-1,-6.881203651E0
4.655943400E1,-1.241831064E0,1.993374527E-1,-6.881203651E0
4.656143634E1,-1.279115319E0,2.185122073E-1,-6.880138397E0
4.656343957E1,-1.313203812E0,2.355564237E-1,-6.881203651E0
4.656544374E1,-1.344096422E0,2.515353858E-1,-6.881203651E0
4.656744884E1,-1.370728016E0,2.632532716E-1,-6.876942635E0
4.656945488E1,-1.394163847E0,2.728406489E-1,-6.871616364E0
4.657146181E1,-1.414403796E0,2.749711871E-1,-6.859898567E0
4.657346952E1,-1.430382729E0,2.696448565E-1,-6.842854023E0
4.657547790E1,-1.447426915E0,2.579269707E-1,-6.824744701E0
4.657748681E1,-1.461275458E0,2.366216928E-1,-6.801309109E0
4.657949608E1,-1.474058509E0,2.078595608E-1,-6.772546768E0
4.658150582E1,-1.483645916E0,1.663142890E-1,-6.737392902E0
4.658351556E1,-1.496429086E0,1.162468940E-1,-6.700109005E0
4.658552259E1,-1.508147001E0,6.085318699E-2,-6.666020393E0
4.658752816E1,-1.516669154E0,1.331579551E-4,-6.631931782E0
4.658953915E1,-1.528386950E0,-6.804371625E-2,-6.603169918E0
4.659153931E1,-1.535843849E0,-1.298290044E-1,-6.580799103E0
4.659353967E1,-1.544366002E0,-1.873532385E-1,-6.562689781E0
4.659554040E1,-1.551822782E0,-2.406164259E-1,-6.555233002E0
4.659754170E1,-1.557149172E0,-2.928143442E-1,-6.550971985E0
4.659954374E1,-1.559279680E0,-3.450122476E-1,-6.553102493E0
4.660154660E1,-1.561410189E0,-3.950796425E-1,-6.560559273E0
4.660355035E1,-1.567801714E0,-4.419512451E-1,-6.566950798E0
4.660555504E1,-1.568866968E0,-4.834965467E-1,-6.576538086E0
4.660756066E1,-1.572062850E0,-5.250418186E-1,-6.587191105E0
4.660956717E1,-1.576323867E0,-5.687175989E-1,-6.595713139E0
4.661157368E1,-1.579519629E0,-6.198502779E-1,-6.602104664E0
4.661358097E1,-1.583780766E0,-6.763092279E-1,-6.604235172E0
4.661558894E1,-1.591237545E0,-7.455514073E-1,-6.602104664E0
4.661759749E1,-1.596563935E0,-8.297072053E-1,-6.596778393E0
4.661960644E1,-1.604020715E0,-9.191893935E-1,-6.583994865E0
4.662161566E1,-1.615738630E0,-1.013997793E0,-6.566950798E0
4.662362499E1,-1.629587054E0,-1.105610490E0,-6.539254189E0
4.662563389E1,-1.641304970E0,-1.188701034E0,-6.506230831E0
4.662763946E1,-1.656218648E0,-1.269661069E0,-6.466815948E0
4.662964233E1,-1.679654479E0,-1.344229579E0,-6.425271034E0
4.663164540E1,-1.705220819E0,-1.412406445E0,-6.377334118E0
4.663364874E1,-1.738243937E0,-1.477387547E0,-6.328331947E0
4.663565243E1,-1.775528193E0,-1.527454853E0,-6.276134014E0
4.663765655E1,-1.825595617E0,-1.567934871E0,-6.219675064E0
4.663966113E1,-1.880989313E0,-1.591370702E0,-6.163216114E0
4.664166618E1,-1.944905043E0,-1.596697092E0,-6.099299908E0
4.664367170E1,-2.019473553E0,-1.582848668E0,-6.032188416E0
4.664567769E1,-2.104694605E0,-1.547694921E0,-5.962946415E0
4.664768410E1,-2.195242167E0,-1.489105463E0,-5.888378143E0
4.664969050E1,-2.297507286E0,-1.406014800E0,-5.809548378E0
4.665169728E1,-2.410425186E0,-1.302684307E0,-5.717935562E0
4.665370431E1,-2.537191629E0,-1.187635779E0,-5.615670204E0
4.665571155E1,-2.673545361E0,-1.064065218E0,-5.509144306E0
4.665771915E1,-2.819486618E0,-9.341030717E-1,-5.397291183E0
4.665972952E1,-2.966492891E0,-8.073366880E-1,-5.288634300E0
4.666173405E1,-3.122021437E0,-6.773745418E-1,-5.181042671E0
4.666374400E1,-3.281810999E0,-5.474123359E-1,-5.078777790E0
4.666574519E1,-3.441600561E0,-4.174501896E-1,-4.983969212E0
4.666774655E1,-3.608846903E0,-2.885532975E-1,-4.899813175E0
4.666974821E1,-3.775027990E0,-1.596563905E-1,-4.830571175E0
4.667175035E1,-3.941209078E0,-2.862896025E-2,-4.776242733E0
4.667375306E1,-4.108455658E0,9.920267761E-2,-4.737893105E0
4.667575644E1,-4.273571491E0,2.249037921E-1,-4.721914291E0
4.667776056E1,-4.431230545E0,3.442133069E-1,-4.725110054E0
4.667976540E1,-4.581432819E0,4.560659826E-1,-4.751741409E0
4.668177097E1,-4.718851566E0,5.487439036E-1,-4.795417309E0
4.668377728E1,-4.842422009E0,6.115944982E-1,-4.859333038E0
4.668578426E1,-4.948948383E0,6.424871087E-1,-4.941358566E0
4.668779124E1,-5.038430691E0,6.328997612E-1,-5.025514603E0
4.668979874E1,-5.118325710E0,5.870934129E-1,-5.106474400E0
4.669180665E1,-5.185437202E0,4.954807460E-1,-5.172520638E0
4.669381488E1,-5.237635136E0,3.580617309E-1,-5.210870266E0
4.669582410E1,-5.277049541E0,1.790974438E-1,-5.224718571E0
4.669783436E1,-5.297289848E0,-2.862896025E-2,-5.217261791E0
4.669983978E1,-5.293028831E0,-2.565953732E-1,-5.192760944E0
4.670184248E1,-5.254679203E0,-4.962796867E-1,-5.150150299E0
4.670384540E1,-5.188632965E0,-7.444861531E-1,-5.092626095E0
4.670584863E1,-5.088498116E0,-9.948230982E-1,-5.015926838E0
4.670785222E1,-4.958536148E0,-1.243029475E0,-4.916857719E0
4.670985629E1,-4.800877094E0,-1.481648564E0,-4.799678326E0
4.671186082E1,-4.619781971E0,-1.707484484E0,-4.664390087E0
4.671386587E1,-4.413120747E0,-1.914145589E0,-4.513122559E0
4.671587144E1,-4.186219692E0,-2.100566626E0,-4.345876217E0
4.671787748E1,-3.942274332E0,-2.262486935E0,-4.164781570E0
4.671988400E1,-3.677023888E0,-2.404166937E0,-3.967707634E0
4.672189092E1,-3.393663645E0,-2.528802633E0,-3.754654884E0
4.672390024E1,-3.092194080E0,-2.640655518E0,-3.530949593E0
4.672590957E1,-2.777941227E0,-2.736529112E0,-3.299787283E0
4.672791769E1,-2.447709560E0,-2.813228130E0,-3.056907177E0
4.672992327E1,-2.112151384E0,-2.878209114E0,-2.809766054E0
4.673192879E1,-1.772332430E0,-2.939994574E0,-2.558363676E0
4.673393446E1,-1.428252220E0,-3.007106066E0,-2.295243740E0
4.673593233E1,-1.091628909E0,-3.080609322E0,-2.029993057E0
4.673793077E1,-7.603319287E-1,-3.167960882E0,-1.761546612E0
4.673993004E1,-4.396875799E-1,-3.257442951E0,-1.496295929E0
4.674193040E1,-1.318263710E-1,-3.346925259E0,-1.238502145E0
4.674393202E1,1.589905918E-1,-3.430015802E0,-9.902957082E-1
4.674593499E1,4.380896688E-1,-3.505649567E0,-7.559376955E-1
4.674793936E1,6.969487667E-1,-3.566369534E0,-5.364934206E-1
4.674994514E1,9.419593811E-1,-3.611110687E0,-3.319627941E-1
4.675195222E1,1.173121572E0,-3.636677027E0,-1.391500682E-1
4.675396050E1,1.386174321E0,-3.643068552E0,3.555317223E-2
4.675596983E1,1.583248138E0,-3.631350517E0,1.974732429E-1
4.675797999E1,1.760081887E0,-3.602588415E0,3.455449045E-1
4.675999077E1,1.916675568E0,-3.566369534E0,4.765723348E-1
4.676200196E1,2.053029299E0,-3.522693634E0,5.948165655E-1
4.676401332E1,2.165947199E0,-3.476887465E0,7.013429403E-1
4.676602342E1,2.255429506E0,-3.431081057E0,7.982819676E-1
4.676802894E1,2.322540998E0,-3.388470411E0,8.856335878E-1
4.677003988E1,2.368347406E0,-3.354382038E0,9.665936232E-1
4.677204009E1,2.393913746E0,-3.321358919E0,1.042227268E0
4.677404050E1,2.398174763E0,-3.292596817E0,1.115730524E0
4.677604129E1,2.383260965E0,-3.256377697E0,1.181776881E0
4.677804264E1,2.352368355E0,-3.219093561E0,1.248888493E0
4.678004472E1,2.302300930E0,-3.176482916E0,1.313869596E0
4.678204764E1,2.237319946E0,-3.129611492E0,1.372459054E0
4.678405144E1,2.158490419E0,-3.078478813E0,1.425722241E0
4.678605618E1,2.064747334E0,-3.023085117E0,1.473659039E0
4.678806186E1,1.962481976E0,-2.966626167E0,1.516269684E0
4.679006842E1,1.847433448E0,-2.909101963E0,1.551423311E0
4.679207499E1,1.724928141E0,-2.852642775E0,1.580185413E0
4.679408233E1,1.594965935E0,-2.797249079E0,1.606817007E0
4.679609035E1,1.461808085E0,-2.741855383E0,1.629187584E0
4.679809889E1,1.326519608E0,-2.689657450E0,1.650492907E0
4.680010863E1,1.189100504E0,-2.634263754E0,1.674993873E0
4.680211858E1,1.053812027E0,-2.581000566E0,1.703756094E0
4.680412582E1,9.217193723E-1,-2.526672125E0,1.741040230E0
4.680613311E1,7.885614038E-1,-2.472343683E0,1.785781384E0
4.680814025E1,6.564686894E-1,-2.411623716E0,1.835848689E0
4.681014582E1,5.297023654E-1,-2.343446970E0,1.890177131E0
4.681215681E1,4.061317742E-1,-2.265682697E0,1.945570827E0
4.681415696E1,2.846917212E-1,-2.175135136E0,1.998834014E0
4.681615733E1,1.643169224E-1,-2.079261541E0,2.049966812E0
4.681815806E1,4.394212365E-2,-1.976996183E0,2.100033998E0
4.682015936E1,-7.856319100E-2,-1.876861334E0,2.149036169E0
4.682216139E1,-2.042642981E-1,-1.778857112E0,2.203364611E0
4.682416426E1,-3.299654126E-1,-1.685113907E0,2.259823561E0
4.682616800E1,-4.577970505E-1,-1.600958109E0,2.323739529E0
4.682817269E1,-5.866939425E-1,-1.524259090E0,2.398308039E0
4.683017738E1,-7.123950720E-1,-1.456082225E0,2.486724854E0
4.683218306E1,-8.391614556E-1,-1.395362258E0,2.585794449E0
4.683418967E1,-9.574056864E-1,-1.336772680E0,2.695516586E0
4.683619712E1,-1.070323586E0,-1.281378984E0,2.816956520E0
4.683820530E1,-1.175784707E0,-1.224920034E0,2.942657709E0
4.684021410E1,-1.274854302E0,-1.168461084E0,3.073685169E0
4.684222337E1,-1.366466880E0,-1.113067389E0,3.208973646E0
4.684423290E1,-1.451688051E0,-1.057673693E0,3.347457886E0
4.684624254E1,-1.534778595E0,-9.980188608E-1,3.488072634E0
4.684825155E1,-1.608281732E0,-9.404946566E-1,3.624426365E0
4.685025712E1,-1.683915496E0,-8.829703927E-1,3.756519079E0
4.685226264E1,-1.756353378E0,-8.297072053E-1,3.881155014E0
4.685426545E1,-1.827726126E0,-7.732482553E-1,3.996203423E0
4.685626847E1,-1.899098754E0,-7.167892456E-1,4.103795052E0
4.685827181E1,-1.966210365E0,-6.645913720E-1,4.201799393E0
4.686027551E1,-2.029060841E0,-6.134586930E-1,4.288085461E0
4.686227962E1,-2.087650537E0,-5.601955056E-1,4.367980480E0
4.686428420E1,-2.137717724E0,-5.058670640E-1,4.439352989E0
4.686628926E1,-2.179263115E0,-4.451470375E-1,4.501138210E0
4.686829431E1,-2.214416742E0,-3.854922652E-1,4.556531906E0
4.687029988E1,-2.239983082E0,-3.226417303E-1,4.601273060E0
4.687230592E1,-2.253831625E0,-2.651174963E-1,4.634296417E0
4.687431243E1,-2.255962133E0,-2.139848322E-1,4.660927773E0
4.687632014E1,-2.245309353E0,-1.671132296E-1,4.673711300E0
4.687833040E1,-2.230395794E0,-1.213068962E-1,4.674776554E0
4.688034056E1,-2.199503183E0,-8.189214021E-2,4.659862518E0
4.688234613E1,-2.161153555E0,-4.247738793E-2,4.633231163E0
4.688435712E1,-2.112151384E0,-5.193160381E-3,4.593816280E0
4.688635728E1,-2.052496672E0,3.741738573E-2,4.538422585E0
4.688835764E1,-1.984319806E0,8.109319210E-2,4.471311092E0
4.689035837E1,-1.906555653E0,1.322258562E-1,4.388220310E0
4.689235967E1,-1.818138719E0,1.865542978E-1,4.292346478E0
4.689436170E1,-1.721199751E0,2.483395934E-1,4.185820103E0
4.689636457E1,-1.614673376E0,3.101248741E-1,4.069706440E0
4.689836832E1,-1.499624848E0,3.729754388E-1,3.948266506E0
4.690037301E1,-1.376054287E0,4.336954653E-1,3.822565317E0
4.690237863E1,-1.247157454E0,4.901544452E-1,3.693668604E0
4.690438722E1,-1.110803604E0,5.380913019E-1,3.573293686E0
4.690639582E1,-9.680583477E-1,5.796365738E-1,3.453984261E0
4.690840493E1,-8.189214468E-1,6.105292439E-1,3.344262123E0
4.691041441E1,-6.655234694E-1,6.318345070E-1,3.240931511E0
4.691242410E1,-5.046686530E-1,6.424871087E-1,3.150383949E0
4.691443384E1,-3.406180441E-1,6.392913461E-1,3.072619915E0
4.691644071E1,-1.723063886E-1,6.286386847E-1,3.005508184E0
4.691844629E1,1.331579522E-3,6.083986759E-1,2.950114489E0
4.692044915E1,1.781653464E-1,5.838976502E-1,2.907503843E0
4.692245222E1,3.592601717E-1,5.540702343E-1,2.874480724E0
4.692445556E1,5.414202213E-1,5.199818015E-1,2.852110147E0
4.692645926E1,7.235803008E-1,4.773712754E-1,2.840392351E0
4.692846337E1,9.046751261E-1,4.304996729E-1,2.837196589E0
4.693046795E1,1.081508875E0,3.783017397E-1,2.844653368E0
4.693247301E1,1.257277369E0,3.175817132E-1,2.861697674E0
4.693447853E1,1.422393322E0,2.494048476E-1,2.887264013E0
4.693648452E1,1.580052257E0,1.748363972E-1,2.921352386E0
4.693849092E1,1.727058649E0,9.494162351E-2,2.965028286E0
