"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.034674772E1,1.331579522E-3,-5.193160381E-3,1.464737463E-3
2.034875141E1,2.396843163E-3,-5.193160381E-3,3.994738800E-4
2.035075553E1,2.663159103E-4,-4.127896391E-3,-6.657897611E-4
2.035276011E1,2.663159103E-4,-4.127896391E-3,-6.657897611E-4
2.035476516E1,-7.989477599E-4,-5.193160381E-3,3.994738800E-4
2.035677068E1,2.663159103E-4,-5.193160381E-3,2.530001104E-3
2.035877667E1,2.663159103E-4,-4.127896391E-3,3.994738800E-4
2.036078308E1,2.663159103E-4,-5.193160381E-3,3.994738800E-4
2.036278985E1,-7.989477599E-4,-6.258423906E-3,3.994738800E-4
2.036479693E1,-7.989477599E-4,-5.193160381E-3,3.994738800E-4
2.036680428E1,2.663159103E-4,-4.127896391E-3,-6.657897611E-4
2.036881178E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.037081938E1,2.396843163E-3,-5.193160381E-3,1.464737463E-3
2.037283240E1,2.663159103E-4,-5.193160381E-3,3.994738800E-4
2.037483303E1,2.663159103E-4,-5.193160381E-3,3.994738800E-4
2.037683381E1,-7.989477599E-4,-1.997369342E-3,3.994738800E-4
2.037883496E1,1.331579522E-3,-5.193160381E-3,2.530001104E-3
2.038083662E1,2.663159103E-4,-5.193160381E-3,1.464737463E-3
2.038283897E1,-7.989477599E-4,-4.127896391E-3,-6.657897611E-4
2.038484204E1,2.663159103E-4,-5.193160381E-3,-6.657897611E-4
2.038684594E1,2.663159103E-4,-3.062632866E-3,-6.657897611E-4
2.038885068E1,1.331579522E-3,-3.062632866E-3,-6.657897611E-4
2.039085626E1,2.663159103E-4,-4.127896391E-3,1.464737463E-3
2.039286266E1,1.331579522E-3,-4.127896391E-3,-6.657897611E-4
2.039486985E1,2.663159103E-4,-4.127896391E-3,-6.657897611E-4
2.039687772E1,2.663159103E-4,-4.127896391E-3,1.464737463E-3
2.039888610E1,2.663159103E-4,-9.321057005E-4,-6.657897611E-4
2.040089490E1,-7.989477599E-4,1.331579551E-4,1.464737463E-3
2.040290397E1,1.331579522E-3,-1.997369342E-3,3.994738800E-4
2.040491313E1,1.331579522E-3,-9.321057005E-4,-6.657897611E-4
2.040692193E1,2.663159103E-4,-9.321057005E-4,-6.657897611E-4
2.040892751E1,1.331579522E-3,-9.321057005E-4,3.994738800E-4
2.041093303E1,1.331579522E-3,-1.997369342E-3,1.464737463E-3
2.041293584E1,-7.989477599E-4,-9.321057005E-4,3.994738800E-4
2.041493886E1,2.663159103E-4,1.331579551E-4,1.464737463E-3
2.041694220E1,-7.989477599E-4,1.331579551E-4,3.994738800E-4
2.041894589E1,2.396843163E-3,-9.321057005E-4,2.530001104E-3
2.042095001E1,2.396843163E-3,1.198421582E-3,3.994738800E-4
2.042295459E1,-7.989477599E-4,1.331579551E-4,2.530001104E-3
2.042495964E1,-7.989477599E-4,1.331579551E-4,2.530001104E-3
2.042696516E1,2.663159103E-4,1.331579551E-4,3.994738800E-4
2.042897115E1,-7.989477599E-4,2.263685223E-3,3.994738800E-4
2.043097756E1,1.331579522E-3,2.263685223E-3,3.994738800E-4
2.043298433E1,-7.989477599E-4,2.263685223E-3,3.994738800E-4
2.043499141E1,1.331579522E-3,2.263685223E-3,3.994738800E-4
2.043699876E1,1.331579522E-3,2.263685223E-3,3.994738800E-4
2.043900626E1,2.663159103E-4,3.328948980E-3,3.994738800E-4
2.044101386E1,2.663159103E-4,2.263685223E-3,3.994738800E-4
2.044302688E1,1.331579522E-3,2.263685223E-3,3.994738800E-4
2.044502751E1,2.663159103E-4,3.328948980E-3,3.994738800E-4
2.044702829E1,-7.989477599E-4,3.328948980E-3,3.994738800E-4
2.044902943E1,-7.989477599E-4,3.328948980E-3,3.994738800E-4
2.045103110E1,2.663159103E-4,3.328948980E-3,-6.657897611E-4
2.045303345E1,-1.864211401E-3,4.394212738E-3,3.994738800E-4
2.045503652E1,-7.989477599E-4,3.328948980E-3,1.464737463E-3
2.045704042E1,-7.989477599E-4,2.263685223E-3,2.530001104E-3
2.045904516E1,2.663159103E-4,4.394212738E-3,2.530001104E-3
2.046105074E1,2.663159103E-4,4.394212738E-3,2.530001104E-3
2.046305714E1,-7.989477599E-4,4.394212738E-3,-6.657897611E-4
2.046506433E1,2.663159103E-4,4.394212738E-3,1.464737463E-3
2.046707220E1,-7.989477599E-4,4.394212738E-3,1.464737463E-3
2.046908058E1,1.331579522E-3,5.459476262E-3,3.994738800E-4
2.047108938E1,2.663159103E-4,5.459476262E-3,3.994738800E-4
2.047309844E1,2.663159103E-4,5.459476262E-3,1.464737463E-3
2.047510761E1,-7.989477599E-4,4.394212738E-3,1.464737463E-3
2.047711678E1,-1.864211401E-3,3.328948980E-3,3.994738800E-4
2.047912199E1,-2.929474926E-3,1.198421582E-3,3.994738800E-4
2.048112449E1,-1.864211401E-3,1.198421582E-3,2.530001104E-3
2.048312720E1,1.331579522E-3,9.720530361E-3,1.464737463E-3
2.048513022E1,2.663159103E-4,1.185105834E-2,3.994738800E-4
2.048713365E1,-1.864211401E-3,4.394212738E-3,2.530001104E-3
2.048913756E1,-5.060002208E-3,-1.997369342E-3,2.530001104E-3
2.049114199E1,-1.864211401E-3,-1.997369342E-3,3.595264861E-3
2.049314699E1,-7.989477599E-4,3.328948980E-3,2.530001104E-3
2.049515256E1,-7.989477599E-4,7.590003312E-3,1.464737463E-3
2.049715865E1,-7.989477599E-4,3.328948980E-3,1.464737463E-3
2.049916522E1,-7.989477599E-4,1.331579551E-4,2.530001104E-3
2.050117220E1,1.331579522E-3,4.394212738E-3,2.530001104E-3
2.050317954E1,-7.989477599E-4,7.590003312E-3,3.994738800E-4
2.050518714E1,-1.864211401E-3,5.459476262E-3,2.530001104E-3
2.050719490E1,-3.994738683E-3,-1.997369342E-3,2.530001104E-3
2.050920277E1,-3.994738683E-3,-5.193160381E-3,2.530001104E-3
2.051121605E1,-3.994738683E-3,1.331579551E-4,3.994738800E-4
2.051321641E1,-1.864211401E-3,2.263685223E-3,3.994738800E-4
2.051521678E1,-7.989477599E-4,6.524739787E-3,3.994738800E-4
2.051721756E1,2.663159103E-4,4.394212738E-3,1.464737463E-3
2.051921891E1,2.663159103E-4,4.394212738E-3,3.994738800E-4
2.052122100E1,-7.989477599E-4,3.328948980E-3,1.464737463E-3
2.052322391E1,-1.864211401E-3,-9.321057005E-4,1.464737463E-3
2.052522772E1,-7.989477599E-4,1.198421582E-3,-6.657897611E-4
2.052723246E1,-7.989477599E-4,1.331579551E-4,1.464737463E-3
2.052923813E1,-1.864211401E-3,1.331579551E-4,3.994738800E-4
2.053124470E1,-1.864211401E-3,2.263685223E-3,3.994738800E-4
2.053325204E1,2.663159103E-4,3.328948980E-3,3.994738800E-4
2.053526006E1,1.331579522E-3,2.263685223E-3,3.994738800E-4
2.053726865E1,2.663159103E-4,4.394212738E-3,3.994738800E-4
2.053927766E1,1.331579522E-3,4.394212738E-3,2.530001104E-3
2.054128693E1,-7.989477599E-4,1.198421582E-3,-6.657897611E-4
2.054329631E1,2.663159103E-4,2.263685223E-3,-6.657897611E-4
2.054530532E1,1.331579522E-3,3.328948980E-3,3.994738800E-4
2.054731089E1,2.663159103E-4,3.328948980E-3,-6.657897611E-4
2.054931641E1,2.396843163E-3,3.328948980E-3,3.994738800E-4
2.055131923E1,2.663159103E-4,3.328948980E-3,1.464737463E-3
2.055332225E1,2.663159103E-4,3.328948980E-3,3.994738800E-4
2.055532558E1,2.663159103E-4,3.328948980E-3,-6.657897611E-4
2.055732928E1,1.331579522E-3,4.394212738E-3,-6.657897611E-4
2.055933339E1,2.663159103E-4,5.459476262E-3,3.994738800E-4
2.056133912E1,2.663159103E-4,5.459476262E-3,-1.731053460E-3
2.056334485E1,1.331579522E-3,5.459476262E-3,-6.657897611E-4
2.056535095E1,2.396843163E-3,5.459476262E-3,-1.731053460E-3
2.056735740E1,2.663159103E-4,4.394212738E-3,-6.657897611E-4
2.056936417E1,2.663159103E-4,5.459476262E-3,-6.657897611E-4
2.057137121E1,-7.989477599E-4,4.394212738E-3,3.994738800E-4
2.057337839E1,2.663159103E-4,4.394212738E-3,-6.657897611E-4
2.057538568E1,2.396843163E-3,6.524739787E-3,3.994738800E-4
2.057739839E1,2.663159103E-4,4.394212738E-3,1.464737463E-3
2.057939980E1,-1.864211401E-3,3.328948980E-3,1.464737463E-3
2.058140136E1,-1.864211401E-3,4.394212738E-3,3.994738800E-4
2.058340324E1,2.663159103E-4,4.394212738E-3,3.994738800E-4
2.058540553E1,2.663159103E-4,4.394212738E-3,-6.657897611E-4
2.058740834E1,-7.989477599E-4,4.394212738E-3,-6.657897611E-4
2.058941298E1,-7.989477599E-4,1.198421582E-3,-1.731053460E-3
2.059141761E1,-7.989477599E-4,1.198421582E-3,2.530001104E-3
2.059342287E1,1.331579522E-3,5.459476262E-3,2.530001104E-3
2.059542876E1,-7.989477599E-4,6.524739787E-3,2.530001104E-3
2.059743522E1,-7.989477599E-4,2.263685223E-3,1.464737463E-3
2.059944272E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.060145032E1,1.331579522E-3,1.198421582E-3,1.464737463E-3
2.060345824E1,-7.989477599E-4,3.328948980E-3,-6.657897611E-4
2.060546636E1,-1.864211401E-3,2.263685223E-3,3.994738800E-4
2.060747459E1,-7.989477599E-4,1.331579551E-4,1.464737463E-3
2.060948011E1,2.663159103E-4,-3.062632866E-3,3.994738800E-4
2.061148574E1,-7.989477599E-4,1.198421582E-3,2.530001104E-3
2.061349147E1,-7.989477599E-4,3.328948980E-3,-6.657897611E-4
2.061549730E1,2.663159103E-4,1.331579551E-4,-6.657897611E-4
2.061750318E1,2.663159103E-4,-9.321057005E-4,1.464737463E-3
2.061950912E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.062151511E1,-7.989477599E-4,-9.321057005E-4,3.994738800E-4
2.062352652E1,1.331579522E-3,-1.997369342E-3,3.994738800E-4
2.062552756E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.062752876E1,1.331579522E-3,-1.997369342E-3,3.994738800E-4
2.062953027E1,-1.864211401E-3,-9.321057005E-4,-6.657897611E-4
2.063153225E1,2.663159103E-4,-9.321057005E-4,3.994738800E-4
2.063353480E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.063553803E1,1.331579522E-3,-1.997369342E-3,1.464737463E-3
2.063754204E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.063954683E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.064155240E1,2.396843163E-3,-3.062632866E-3,-6.657897611E-4
2.064355876E1,1.331579522E-3,-4.127896391E-3,-6.657897611E-4
2.064556579E1,-7.989477599E-4,-5.193160381E-3,3.994738800E-4
2.064757345E1,-7.989477599E-4,-4.127896391E-3,3.994738800E-4
2.064958162E1,1.331579522E-3,-3.062632866E-3,1.464737463E-3
2.065159016E1,1.331579522E-3,-3.062632866E-3,1.464737463E-3
2.065359897E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.065560787E1,2.663159103E-4,-5.193160381E-3,3.994738800E-4
2.065761678E1,-7.989477599E-4,-4.127896391E-3,3.994738800E-4
2.065962204E1,-7.989477599E-4,-4.127896391E-3,3.994738800E-4
2.066162459E1,-7.989477599E-4,-4.127896391E-3,1.464737463E-3
2.066362735E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.066563042E1,1.331579522E-3,-5.193160381E-3,-6.657897611E-4
2.066763391E1,2.663159103E-4,-3.062632866E-3,-6.657897611E-4
2.066963787E1,-7.989477599E-4,-3.062632866E-3,-6.657897611E-4
2.067164235E1,2.663159103E-4,-1.997369342E-3,1.464737463E-3
2.067364735E1,1.331579522E-3,-1.997369342E-3,1.464737463E-3
2.067565287E1,1.331579522E-3,-9.321057005E-4,3.994738800E-4
2.067765891E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.067966542E1,2.663159103E-4,-1.997369342E-3,1.464737463E-3
2.068167235E1,-7.989477599E-4,-1.997369342E-3,-6.657897611E-4
2.068367964E1,2.663159103E-4,-3.062632866E-3,-6.657897611E-4
2.068568720E1,2.663159103E-4,-1.997369342E-3,-6.657897611E-4
2.068769490E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.068970272E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.069171595E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.069371647E1,-7.989477599E-4,-1.997369342E-3,-6.657897611E-4
2.069571699E1,2.663159103E-4,-4.127896391E-3,3.994738800E-4
2.069771787E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.069971933E1,1.331579522E-3,-1.997369342E-3,-6.657897611E-4
2.070172147E1,2.396843163E-3,-9.321057005E-4,-6.657897611E-4
2.070372438E1,1.331579522E-3,-1.997369342E-3,-1.731053460E-3
2.070572818E1,2.663159103E-4,-1.997369342E-3,-6.657897611E-4
2.070773287E1,1.331579522E-3,-3.062632866E-3,-6.657897611E-4
2.070973845E1,2.396843163E-3,-3.062632866E-3,3.994738800E-4
2.071174490E1,1.331579522E-3,-3.062632866E-3,-6.657897611E-4
2.071375214E1,-7.989477599E-4,-4.127896391E-3,-6.657897611E-4
2.071576011E1,2.663159103E-4,-4.127896391E-3,3.994738800E-4
2.071776865E1,2.396843163E-3,-1.997369342E-3,-6.657897611E-4
2.071977761E1,2.663159103E-4,-4.127896391E-3,-2.796316985E-3
2.072178683E1,2.663159103E-4,-9.321057005E-4,-1.731053460E-3
2.072379615E1,1.331579522E-3,-1.997369342E-3,-6.657897611E-4
2.072580537E1,1.331579522E-3,-1.997369342E-3,-6.657897611E-4
2.072781094E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.072981647E1,2.663159103E-4,-1.997369342E-3,-6.657897611E-4
2.073181928E1,2.663159103E-4,-4.127896391E-3,3.994738800E-4
2.073382230E1,-7.989477599E-4,-3.062632866E-3,-1.731053460E-3
2.073582563E1,2.663159103E-4,-4.127896391E-3,3.994738800E-4
2.073782933E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.073983345E1,2.663159103E-4,-3.062632866E-3,3.994738800E-4
2.074183803E1,2.663159103E-4,-4.127896391E-3,1.464737463E-3
2.074384308E1,2.663159103E-4,-5.193160381E-3,-6.657897611E-4
2.074584860E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.074785459E1,2.663159103E-4,-4.127896391E-3,3.994738800E-4
2.074986100E1,1.331579522E-3,-4.127896391E-3,3.994738800E-4
2.075186777E1,2.663159103E-4,-5.193160381E-3,3.994738800E-4
2.075387485E1,1.331579522E-3,-4.127896391E-3,1.464737463E-3
2.075588220E1,1.331579522E-3,-5.193160381E-3,1.464737463E-3
2.075788970E1,1.331579522E-3,-4.127896391E-3,3.994738800E-4
2.075989730E1,2.663159103E-4,-5.193160381E-3,3.994738800E-4
2.076191032E1,2.663159103E-4,-5.193160381E-3,1.464737463E-3
2.076391095E1,-7.989477599E-4,-4.127896391E-3,-6.657897611E-4
2.076591173E1,2.663159103E-4,-3.062632866E-3,3.994738800E-4
2.076791287E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.076991574E1,2.663159103E-4,-3.062632866E-3,3.994738800E-4
2.077191860E1,1.331579522E-3,-4.127896391E-3,1.464737463E-3
2.077392214E1,2.663159103E-4,-3.062632866E-3,3.994738800E-4
2.077592641E1,-7.989477599E-4,-3.062632866E-3,3.994738800E-4
2.077793141E1,-7.989477599E-4,-3.062632866E-3,3.994738800E-4
2.077993766E1,-7.989477599E-4,-4.127896391E-3,1.464737463E-3
2.078194428E1,1.331579522E-3,-3.062632866E-3,3.994738800E-4
2.078395152E1,2.663159103E-4,-3.062632866E-3,2.530001104E-3
2.078595928E1,2.663159103E-4,-9.321057005E-4,3.994738800E-4
2.078796746E1,1.331579522E-3,1.331579551E-4,1.464737463E-3
2.078997589E1,1.331579522E-3,1.198421582E-3,3.994738800E-4
2.079198449E1,-1.864211401E-3,-5.193160381E-3,-6.657897611E-4
2.079399037E1,-7.989477599E-4,-7.323687430E-3,-6.657897611E-4
2.079599636E1,-7.989477599E-4,-5.193160381E-3,1.464737463E-3
2.079800246E1,-7.989477599E-4,-4.127896391E-3,3.994738800E-4
2.080000860E1,1.331579522E-3,1.331579551E-4,-6.657897611E-4
2.080201480E1,-1.864211401E-3,-1.997369342E-3,3.994738800E-4
2.080402641E1,1.331579522E-3,-5.193160381E-3,1.464737463E-3
2.080602761E1,1.331579522E-3,-9.321057005E-4,2.530001104E-3
2.080802897E1,2.663159103E-4,4.394212738E-3,3.994738800E-4
2.081003063E1,-1.864211401E-3,-9.321057005E-4,-6.657897611E-4
2.081203277E1,2.663159103E-4,-8.388951421E-3,3.994738800E-4
2.081403548E1,3.462106921E-3,-3.062632866E-3,-6.657897611E-4
2.081603886E1,2.396843163E-3,4.394212738E-3,3.994738800E-4
2.081804298E1,1.331579522E-3,6.524739787E-3,3.994738800E-4
2.082004782E1,1.331579522E-3,1.198421582E-3,2.530001104E-3
2.082205339E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.082405970E1,-7.989477599E-4,3.328948980E-3,3.994738800E-4
2.082606667E1,1.331579522E-3,2.263685223E-3,1.464737463E-3
2.082807423E1,2.663159103E-4,-9.321057005E-4,3.994738800E-4
2.083008225E1,-1.864211401E-3,-1.997369342E-3,3.994738800E-4
2.083209063E1,-7.989477599E-4,1.331579551E-4,-1.731053460E-3
2.083409923E1,2.663159103E-4,1.198421582E-3,1.464737463E-3
2.083610792E1,1.331579522E-3,2.263685223E-3,3.994738800E-4
2.083811662E1,2.663159103E-4,-1.997369342E-3,2.530001104E-3
2.084012204E1,-7.989477599E-4,1.198421582E-3,2.530001104E-3
2.084212475E1,2.663159103E-4,1.331579551E-4,1.464737463E-3
2.084412766E1,2.663159103E-4,-9.321057005E-4,1.464737463E-3
2.084613089E1,2.663159103E-4,2.263685223E-3,3.994738800E-4
2.084813449E1,2.663159103E-4,1.198421582E-3,3.595264861E-3
2.085013855E1,1.331579522E-3,3.328948980E-3,1.464737463E-3
2.085214308E1,2.663159103E-4,4.394212738E-3,1.464737463E-3
2.085414813E1,2.663159103E-4,4.394212738E-3,3.994738800E-4
2.085615370E1,2.663159103E-4,4.394212738E-3,3.994738800E-4
2.085815975E1,-7.989477599E-4,3.328948980E-3,1.464737463E-3
2.086016626E1,-1.864211401E-3,1.198421582E-3,3.994738800E-4
2.086217318E1,-7.989477599E-4,-9.321057005E-4,3.994738800E-4
2.086418042E1,1.331579522E-3,-1.997369342E-3,3.994738800E-4
2.086618792E1,-1.864211401E-3,-9.321057005E-4,1.464737463E-3
2.086819558E1,-1.864211401E-3,1.198421582E-3,1.464737463E-3
2.087020329E1,-1.864211401E-3,3.328948980E-3,2.530001104E-3
2.087221095E1,2.663159103E-4,2.263685223E-3,3.994738800E-4
2.087421652E1,1.331579522E-3,1.198421582E-3,3.994738800E-4
2.087622209E1,2.396843163E-3,2.263685223E-3,3.994738800E-4
2.087822766E1,2.663159103E-4,3.328948980E-3,1.464737463E-3
2.088023318E1,1.331579522E-3,2.263685223E-3,3.994738800E-4
2.088224412E1,2.663159103E-4,2.263685223E-3,3.994738800E-4
2.088424428E1,1.331579522E-3,3.328948980E-3,3.994738800E-4
2.088624464E1,-7.989477599E-4,5.459476262E-3,1.464737463E-3
2.088824537E1,2.663159103E-4,1.198421582E-3,1.464737463E-3
2.089024667E1,-7.989477599E-4,1.198421582E-3,3.994738800E-4
2.089224870E1,-7.989477599E-4,2.263685223E-3,1.464737463E-3
2.089425157E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.089625532E1,2.663159103E-4,1.198421582E-3,1.464737463E-3
2.089826001E1,-7.989477599E-4,1.198421582E-3,-6.657897611E-4
2.090026563E1,-7.989477599E-4,1.198421582E-3,1.464737463E-3
2.090227214E1,2.663159103E-4,3.328948980E-3,-6.657897611E-4
2.090427949E1,2.663159103E-4,3.328948980E-3,3.994738800E-4
2.090628756E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.090829621E1,-7.989477599E-4,1.198421582E-3,1.464737463E-3
2.091030527E1,2.663159103E-4,1.198421582E-3,2.530001104E-3
2.091231647E1,-7.989477599E-4,1.198421582E-3,1.464737463E-3
2.091432766E1,1.331579522E-3,1.198421582E-3,3.994738800E-4
2.091633318E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.091833600E1,2.663159103E-4,3.328948980E-3,3.994738800E-4
2.092033902E1,-7.989477599E-4,3.328948980E-3,3.994738800E-4
2.092234235E1,-7.989477599E-4,2.263685223E-3,1.464737463E-3
2.092434605E1,2.663159103E-4,3.328948980E-3,2.530001104E-3
2.092635016E1,-7.989477599E-4,2.263685223E-3,1.464737463E-3
2.092835475E1,-7.989477599E-4,1.331579551E-4,1.464737463E-3
2.093035980E1,-7.989477599E-4,1.198421582E-3,1.464737463E-3
2.093236532E1,-1.864211401E-3,1.331579551E-4,2.530001104E-3
2.093437131E1,2.663159103E-4,2.263685223E-3,3.994738800E-4
2.093637772E1,-7.989477599E-4,1.198421582E-3,-6.657897611E-4
2.093838449E1,2.663159103E-4,1.198421582E-3,1.464737463E-3
2.094039157E1,-7.989477599E-4,1.198421582E-3,1.464737463E-3
2.094239891E1,-1.864211401E-3,3.328948980E-3,1.464737463E-3
2.094440641E1,-7.989477599E-4,2.263685223E-3,1.464737463E-3
2.094641402E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.094842704E1,-1.864211401E-3,2.263685223E-3,1.464737463E-3
2.095044074E1,2.663159103E-4,1.198421582E-3,1.464737463E-3
2.095245443E1,-7.989477599E-4,2.263685223E-3,1.464737463E-3
2.095443870E1,-7.989477599E-4,1.198421582E-3,3.994738800E-4
2.095642381E1,-7.989477599E-4,1.198421582E-3,1.464737463E-3
2.095841053E1,-7.989477599E-4,1.198421582E-3,3.994738800E-4
2.096040006E1,2.663159103E-4,1.331579551E-4,1.464737463E-3
2.096239209E1,-7.989477599E-4,1.331579551E-4,3.994738800E-4
2.096438740E1,1.331579522E-3,1.331579551E-4,1.464737463E-3
2.096638626E1,2.663159103E-4,-9.321057005E-4,1.464737463E-3
2.096838881E1,2.663159103E-4,-9.321057005E-4,1.464737463E-3
2.097039501E1,-7.989477599E-4,1.331579551E-4,1.464737463E-3
2.097240470E1,-7.989477599E-4,1.331579551E-4,3.994738800E-4
2.097441756E1,-7.989477599E-4,1.331579551E-4,3.994738800E-4
2.097643318E1,2.663159103E-4,1.331579551E-4,-6.657897611E-4
2.097845105E1,-7.989477599E-4,1.331579551E-4,-6.657897611E-4
2.098047058E1,-7.989477599E-4,1.331579551E-4,3.994738800E-4
2.098249115E1,1.331579522E-3,1.198421582E-3,3.994738800E-4
2.098451209E1,2.663159103E-4,2.263685223E-3,1.464737463E-3
2.098652761E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.098853318E1,1.331579522E-3,2.263685223E-3,1.464737463E-3
2.099053871E1,2.663159103E-4,2.263685223E-3,2.530001104E-3
2.099254152E1,2.663159103E-4,2.263685223E-3,3.994738800E-4
2.099454454E1,-1.864211401E-3,1.198421582E-3,3.994738800E-4
2.099654787E1,1.331579522E-3,1.198421582E-3,3.994738800E-4
2.099855157E1,2.663159103E-4,1.331579551E-4,3.994738800E-4
2.100055568E1,2.663159103E-4,1.198421582E-3,-1.731053460E-3
2.100256027E1,2.663159103E-4,1.198421582E-3,-6.657897611E-4
2.100456532E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.100657084E1,2.663159103E-4,1.331579551E-4,1.464737463E-3
2.100857683E1,2.663159103E-4,2.263685223E-3,2.530001104E-3
2.101058324E1,-7.989477599E-4,1.198421582E-3,3.994738800E-4
2.101259001E1,-7.989477599E-4,2.263685223E-3,1.464737463E-3
2.101459709E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.101660443E1,2.663159103E-4,2.263685223E-3,-6.657897611E-4
2.101861178E1,-1.864211401E-3,3.328948980E-3,3.994738800E-4
2.102061923E1,-7.989477599E-4,1.331579551E-4,1.464737463E-3
2.102263209E1,2.396843163E-3,1.198421582E-3,-6.657897611E-4
2.102463318E1,-7.989477599E-4,1.198421582E-3,3.994738800E-4
2.102663443E1,1.331579522E-3,1.198421582E-3,-6.657897611E-4
2.102863600E1,3.462106921E-3,1.198421582E-3,-6.657897611E-4
2.103063803E1,2.663159103E-4,-9.321057005E-4,-6.657897611E-4
2.103264063E1,2.396843163E-3,1.198421582E-3,3.994738800E-4
2.103464391E1,1.331579522E-3,1.331579551E-4,1.464737463E-3
2.103664792E1,2.663159103E-4,1.198421582E-3,3.994738800E-4
2.103865272E1,-7.989477599E-4,1.198421582E-3,3.994738800E-4
2.104065829E1,-1.864211401E-3,1.198421582E-3,3.994738800E-4
2.104266459E1,-7.989477599E-4,-9.321057005E-4,1.464737463E-3
2.104467157E1,1.331579522E-3,-1.997369342E-3,1.464737463E-3
2.104667917E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.104868730E1,2.663159103E-4,-1.997369342E-3,-6.657897611E-4
2.105069579E1,2.663159103E-4,-9.321057005E-4,3.994738800E-4
2.105270454E1,2.663159103E-4,-9.321057005E-4,3.994738800E-4
2.105471339E1,-7.989477599E-4,-9.321057005E-4,3.994738800E-4
2.105672225E1,-7.989477599E-4,-1.997369342E-3,3.994738800E-4
2.105872761E1,1.331579522E-3,-9.321057005E-4,3.994738800E-4
2.106073027E1,1.331579522E-3,-9.321057005E-4,1.464737463E-3
2.106273313E1,2.663159103E-4,-9.321057005E-4,1.464737463E-3
2.106473631E1,-7.989477599E-4,-4.127896391E-3,1.464737463E-3
2.106673985E1,-7.989477599E-4,-4.127896391E-3,-6.657897611E-4
2.106874386E1,2.663159103E-4,-3.062632866E-3,1.464737463E-3
2.107074839E1,-7.989477599E-4,-3.062632866E-3,-6.657897611E-4
2.107275344E1,1.331579522E-3,-1.997369342E-3,3.994738800E-4
2.107475902E1,-7.989477599E-4,-3.062632866E-3,3.994738800E-4
2.107676511E1,-7.989477599E-4,1.198421582E-3,1.464737463E-3
2.107877167E1,-7.989477599E-4,-3.062632866E-3,1.464737463E-3
2.108077865E1,-7.989477599E-4,-3.062632866E-3,2.530001104E-3
2.108278594E1,-7.989477599E-4,-3.062632866E-3,1.464737463E-3
2.108479350E1,2.663159103E-4,-3.062632866E-3,3.994738800E-4
2.108680120E1,1.331579522E-3,-1.997369342E-3,3.994738800E-4
2.108880897E1,-1.864211401E-3,-3.062632866E-3,3.994738800E-4
2.109081652E1,-7.989477599E-4,-3.062632866E-3,1.464737463E-3
2.109282204E1,-7.989477599E-4,-4.127896391E-3,1.464737463E-3
2.109482756E1,-7.989477599E-4,-3.062632866E-3,3.595264861E-3
2.109683850E1,-1.864211401E-3,-4.127896391E-3,1.464737463E-3
2.109883871E1,-7.989477599E-4,-9.321057005E-4,2.530001104E-3
2.110083912E1,2.663159103E-4,-1.997369342E-3,3.994738800E-4
2.110283990E1,-1.864211401E-3,-9.321057005E-4,3.994738800E-4
2.110484126E1,2.663159103E-4,-9.321057005E-4,3.994738800E-4
2.110684334E1,2.663159103E-4,-9.321057005E-4,1.464737463E-3
2.110884626E1,-7.989477599E-4,-3.062632866E-3,-6.657897611E-4
2.111085006E1,-1.864211401E-3,-3.062632866E-3,1.464737463E-3
2.111285480E1,2.663159103E-4,-9.321057005E-4,3.994738800E-4
2.111486048E1,-7.989477599E-4,-9.321057005E-4,1.464737463E-3
2.111686704E1,-7.989477599E-4,-1.997369342E-3,-6.657897611E-4
2.111887438E1,-7.989477599E-4,-1.997369342E-3,1.464737463E-3
